页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,正负情感,子类目,总类别
19,4.42398E+15,种下一颗小鱼干,2019/10/5 10:23,汤姆熊欢乐世界、稻香半价点心、李白烈士故居、多伦路文化名人街、四川北路、外滩、麦当劳紫薯甜筒，城市生活虽无聊也美好。 ,0,10,7,,,,,,,
19,4.42004E+15,虹口区图书馆,2019/9/24 13:23,#虹口文化名人#《我与李白一家三代缘》 嘉宾：吴德胜（李白烈士故居名誉馆长） 时间：9月28日（周六）14:00 地点：虹口区图书馆（水电路1412号）三楼剧场 咨询电话：33623900 ,0,0,3,,,,,,,
19,4.37577E+15,长三角之声,2019/5/25 9:51,#重走胜利之路# 李白烈士牺牲时年仅39岁。浏阳张坊的故居，收藏有李白烈士的三封家书，每封家书开头问及的都是他的双亲，信中字字句句也都体现出一个儿子在外对家中父母的挂念。上海广播携手@上海话剧艺术中心 ，一同还原当年烽火岁月。上话演员@蒋可 为大家朗读了李白烈士1947年12月4日写给父亲的信。戳视频，抢先看！  东广新闻台的微博视频,6,1,5,,,,,,,
19,4.37152E+15,廉洁上海,2019/5/13 16:00,【烈士英雄谱?李白：誓死守护党的秘密电台 】新中国成立后，为了纪念在上海长期从事党的地下工作的共产党员李白，以他为原型，拍摄了电影《永不消逝的电波》。电影中的李侠对党忠心耿耿、为革命英勇献身的事迹，真实地再现了李白烈士短暂却光辉的一生。李白故居位于湖南浏阳市张坊镇白石村，坐西南向东北，土木结构，呈正方形布局，屋面由小青瓦铺设而成，典型的四合院形式。2010年，在李白亲属、家乡百姓的支持下，李白故居按原貌恢复，并增加了烈士生平陈列。（新华社）为了民族复兴·英雄烈士谱 | 李白：誓死守护党的秘密电台,1,0,1,,,,,,,
20,4.37143E+15,保山检察院,2019/5/13 10:26,#英烈人物#【李白：誓死守护党的秘密电台】新中国成立后，为了纪念在上海长期从事党的地下工作的共产党员李白，以他为原型，拍摄了电影《永不消逝的电波》。电影中的李侠对党忠心耿耿、为革命英勇献身的事迹，真实地再现了李白烈士短暂却光辉的一生。       李白故居位于湖南浏阳市张坊镇白石村，坐西南向东北，土木结构，呈正方形布局，屋面由小青瓦铺设而成，典型的四合院形式。2010年，在李白亲属、家乡百姓的支持下，李白故居按原貌恢复，并增加了烈士生平陈列。       李白，原名李华初，曾用名李朴，化名李霞、李静安。1910年出生于湖南浏阳，1925年加入中国共产党，1927年参加湘赣边秋收起义，1930年8月参加中国工农红军，成为红四军通信连的一名战士，后任通信连指导员。       1931年6月，李白调到瑞金红军通信学校第二期电讯班学习无线电技术，结业后分配到红五军团任电台台长兼政治委员，参加了长征。       全国抗战爆发后，1937年10月，李白受党组织派遣，化名李霞，赴上海从事党的秘密电台的工作。在日寇与汪伪军警特务等麇集、环境极其险恶的上海，李白克服各种困难，负责上海党的地下组织与党中央的秘密电台联络工作，用无线电波架起了上海和延安之间的“空中桥梁”。       1939年，工作环境更加险恶，党组织安排女工出身的共产党员裘慧英与李白假扮夫妻掩护电台，开展工作。两人在共同的革命斗争中产生爱情，后经地下党组织批准结为夫妻，成为秘密斗争之家。       1942年9月，日军在对秘密电台的侦测中，逮捕了李白夫妇。日寇对李白施以种种酷刑，但他坚不吐实，一口咬定自己是私人电台。1943年5月，李白经党组织营救获保释。出狱后，党组织将李白夫妇调往浙江，安排他打入国民党国际问题研究所做报务员。他化名李静安，往返于浙江的淳安、场口和江西的铅山之间，利用国民党的电台，为党秘密传送日、美、蒋方面大量的战略情报。       抗战胜利后，李白回到上海，继续从事党的秘密电台工作。1948年12月30日凌晨，他在与党中央进行电讯联络过程中，因国民党特务机关测出电台位置而被捕。被捕后，李白经受了高官厚禄的利诱，遭受了各种酷刑的逼供，但他始终坚贞不屈，敌人始终没有能够从他口中得到一点想要的信息。       1949年5月7日，在上海解放前夕，李白被国民党特务秘密杀害。       李白牺牲后的70年来，大山深处的张坊镇发生了翻天覆地的变化。根据规划，白石村计划发展“红色旅游+研学旅游”模式，走旅游促产业的融合发展之路。（新华视点  记者刘良恒）,3,0,3,,,,,,,
20,4.36937E+15,豫沪藏京,2019/5/7 17:47,曾到位于虹口区的李白烈士故居参观，生动的展现了李白烈士的生平事迹，电波不逝，信念永存。//@青春上海:电波不逝，信念永存！今天，让我们为李白烈士转发。,0,0,0,,,,,,,
20,4.36E+15,Without_fvking_control,2019/4/11 21:32,第一次觉得自己离历史那么近 只能抽烟缓解这种心情 不敢想象80年前 如果我在站在这里会怎么样死 很害怕 很恐怖 很沉重 现在南京军区航务军事代表办事处  联想 南京 上海 淞沪会战 南京大屠杀   旁边商店阿姨说前面就是李白烈士的故居 珍爱和平 缅怀先烈 上海·日本海军特别陆战队司令部旧址 ,1,0,5,,,,,,,
20,4.35983E+15,乐游上海,2019/4/11 10:00,#看大戏，游上海#上海市文化和旅游局近日向广大市民游客发布，深度感受上海发展成果的4个主题40条精彩旅游线路。线路串起了上海16个区的特色资源，邀请您一起“看大戏，游上海”！线路八：多伦路名人文化街→山阴路?鲁迅故居→李白烈士故居→中共四大纪念馆→ERA时空之旅 （虹口 静安）推荐游览时间：半日游交通：从多伦路开始步行，沿途探访,7,1,10,,,,,,,
20,4.35698E+15,文化虹口,2019/4/3 12:59,资讯 | 清明 · 我们祭奠、缅怀英烈  四月，晨曦如缕，映入苍松翠柏间，花语如境，弥漫整个烈士陵园……又是一年清明至。4月1日上午九点半，李白烈士故居及共建单位的代表在龙华烈士陵园举行了清明祭扫活动。  详情请戳链接：资讯 | 清明 · 我们祭奠、缅怀英烈 ,0,0,0,,,,,,,
20,4.2867E+15,李白烈士故居,2018/9/21 14:41,资讯 | 舞剧《永不消逝的电波》主创人员参观李白烈士故居 资讯 | 舞剧《永不消逝的电波》主创人员参观李白烈士故居 ,0,0,1,,,,,,,
20,4.25884E+15,廉洁上海,2018/7/6 17:45,【上海红色之旅?虹口区：李白烈士故居】1937年李白奉中共中央指示在上海从事地下电台工作，建立了上海与延安之间的空中桥梁。1948年12月30日，李白在这里被捕，1949年5月7日牺牲。李白烈士故居是李白牺牲前最后生活和工作的地方。网页链接 ,1,0,1,,,,,,,
20,4.25735E+15,李白烈士故居,2018/7/2 14:55,热心市民向李白烈士故居建言献策 网页链接 ,0,0,0,,,,,,,
20,4.24543E+15,李白烈士故居,2018/5/30 17:26,“哈有劲——作文之旅”走进李白烈士故居 网页链接 ,0,0,0,,,,,,,
21,4.18896E+15,上海意明,2017/12/25 21:40,圣诞铃儿响叮当，大家沉浸在节日欢乐的气氛之中。然而我们永远不能忘记那些为了我们今天幸福生活而作出牺牲的人们。走过家门口的小弄堂，我又来到了《永不消失的电波》中的主角原型——李白烈士的故居前，缅怀先烈。?????? ,7,0,6,,,,,,,
21,4.18162E+15,东方社工,2017/12/5 15:20,李白，一位战斗在隐蔽战线的英雄，68年前用自己39岁的生命和满腔热血发出了永不消逝的电波，向党和人民倾吐了生命的最后音符。今天，晴空万里，我怀着崇敬的心情，谒访了他最后居住、工作和被捕的地方，即上海市黄渡路107弄15号李白烈士故居。从一楼至三楼，拾级而上，细细端详，在肃默中，耳畔中仿佛始终回旋着滴滴塔的电报声……#社工文摘##邓化鸣##邓化鸣带你看综艺#,9,16,19,,,,,,,
21,4.16994E+15,南京晨报,2017/11/3 10:00,#锁定电影密战#【谍战大片《密战》明日公映！带你探访主人公原型故居】3日，电影《密战》就要全国公映啦！《密战》以李白烈士为原型，讲述了淞沪会战后上海沦陷，@郭富城 饰演的地下工作者受命重建上海地下电台的故事。今天下午，剧组一行来到上海“李白烈士故居纪念馆”，听说为他们讲解的名誉馆长吴德胜，还是李白夫人的忘年老友呢！戳→《密战》主创不忘初心 再探“李白故居”迎公映 by中国新闻网,1,0,3,,,,,,,
21,4.1694E+15,电影密战官博,2017/11/1 22:24,#密战1103##张翰密战# 李白烈士遗孀裘慧英女士的生前好友以及李白烈士故居馆长来到了现场，并向@钟少雄 @张翰 以及现场的影迷朋友们分享了许多故事，我们认真听一听吧！ 电影密战官博的秒拍视频 ,6,9,114,,,,,,,
21,4.05298E+15,承玄以聞,2016/12/15 15:47,来到了电影《永不消逝的电波》原型李白烈士的故居，故居在鲁迅公园对面黄渡路107弄15号一栋三层小楼，是李白和裘慧英工作、生活过的地方。他们于1947年～1949年居住在这条里弄这幢楼的三层，这对革命夫妻，十余年间秘密战斗在“上海-延安”的空中通信线上。李白每天白天上班，子夜就在这二平方的小厨房蹲在小板凳上向延安发报四五个小时至凌晨。平时没多少人来，很少有人知道这里。现故居归上海国安局管理，参观请敲门并按下门铃，团体来此会有专人接待讲解。,0,0,1,,,,,,,
21,4.03732E+15,迪迪很忙啦,2016/11/2 11:09,#仅以行走纪念#路过时去看看，上海李白烈士故居，《永不消逝的电波》人物原型在此。秋天的弄堂也是风景如画，一、二层是李白烈士人物事件介绍，三层是当年李白住处，那小小的房间发电报特别隐蔽。谢谢两位志愿者为我讲述，特别感动，一起缅怀先烈。 ,0,0,1,,,,,,,
22,4.00154E+15,姚连生中学初一1班,2016/7/26 17:05,在一条不显眼的小路黄渡路上就有革命烈士李白的纪念馆。我们怀着对烈士崇敬的心情，参观了李白烈士故居”。这是一幢从一楼戴三楼陈列了“投身革命洪流”、“战斗在敌人的心脏”、“永不消逝的电波”三部分图片和实物。系统介绍了李白烈士的生平及战斗业绩。@姚连生中学少先队 ,0,0,2,,,,,,,
22,3.99209E+15,星月云飞18,2016/6/30 15:16,评论@快乐豆豆的故事 的博文【小队活动（1）--参观李白烈士故居】：&quot;好活动&quot;查看原文：小队活动（1）--参观李白烈士故居 ,0,0,0,,,,,,,
22,3.96332E+15,yiyi01831sh,2016/4/12 6:20,1980年代的虹口区（4）： 精武体育会 景云里（横浜路35弄） 昆山公园（昆山花园路13号） 李白烈士故居（黄渡路107弄15号） 溧四居委会（溧阳路浙兴里198号） 溧阳路 两江女子体育专科学校（今邯...文字版&gt;&gt; 网页链接 （新浪长微博&gt;&gt; 网页链接） ,0,0,0,,,,,,,
22,3.94721E+15,耕耘-186,2016/2/27 19:18,李白烈士故居位于虹口区黄渡路107弄15号（图3、图4），李白烈士最后居住、工作和被捕的地方，他用自已生命和满腔热血发出永不消逝的电波，向党和人民倾吐了生命的最后音符。1985年11月市人民政府批准李白烈士故居为市级文物保护单位。1987年5月正式对外开放。图5烈士夫妇及儿子合影；图6~图9都是原件展 ,1,0,2,,,,,,,
22,3.92724E+15,三毛村的特摄仔,2016/1/3 16:23,黄渡路的李白烈士故居也很值得去看看啊,1,0,1,,,,,,,
23,3.88633E+15,小木姐姐_UUU,2015/9/12 19:27,小河看??  摘冬梨 象鼻山 游烈士李白故居 天气也给力 适合出行 愉悦的一天[带着微博去旅行] ,0,0,1,,,,,,,
23,3.87073E+15,月儿弯弯ok,2015/7/31 18:09,评论王九爷殿下 的博文【纪念缅怀革命先烈—参观李白烈士故居纪念馆(原创）】：&quot;解放前夕被杀害了，惋惜！&quot;查看原文：纪念缅怀革命先烈—参观李白烈士故居纪念馆(原创） ,0,0,0,,,,,,,
23,3.85324E+15,萌神喵兮,2015/6/13 11:52,在李白烈士故居做义工，赠的午饭竟然是两种腊肉米饭………… 东江湾路 ,0,0,2,,,,,,,
23,3.85149E+15,上海虹口,2015/6/8 15:50,#讣告#李白烈士之子、李白烈士故居名誉馆长李恒胜先生因病医治无效，不幸于2015年6月8日凌晨4时46分逝世。沉痛哀悼！ 【讣告】李白烈士之子、李白烈士故居名誉馆长李恒胜先生因病医治无效逝世 ,3,1,0,,,,,,,
23,3.84758E+15,世荣伯伯,2015/5/28 20:51,永不消失的电波:烈士李白的故居和烈士生平，魯迅纪念馆，恋人心中的马路一一甜爱路。去看看吧！ ,0,0,2,,,,,,,
24,3.81235E+15,收藏门票,2015/2/20 15:39,发表了博文《李白烈士故居门票上海168》李白烈士故居门票&amp;nbsp;上海168 ,0,0,0,,,,,,,
24,3.79968E+15,吃好再减肥的八宝果子饭,2015/1/16 16:42,四川北路有三宝：糕团、汤团、生煎包～四川北路有三故：鲁迅、李白、司令部参观李白故居的时候看到初中时候去烈士陵园的照片...有熟人哟我被挡住了啦[再见]#四川北路# ,0,0,0,,,,,,,
24,3.79528E+15,Ximigo914,2015/1/4 13:16,我上传了一张李白烈士故居纪念馆的图片， 网页链接 @大众点评客户端 ,0,0,0,,,,,,,
24,3.79528E+15,Ximigo914,2015/1/4 13:16,我点评了李白烈士故居纪念馆： 真不巧，去的时候闭馆，不过周围环境，建筑很不错，外面不起眼，但是走近里面，就是另有一番味道了！ 网页链接 @大众点评客户端 ,0,0,0,,,,,,,
24,3.78339E+15,艾田宝宝,2014/12/2 17:39,【李白烈士故居在此弄堂里面】匾牌该油漆一下啦！ ,0,0,0,,,,,,,
24,3.78222E+15,哈哈旺,2014/11/29 12:26,发表了博文《李白烈士故居》今朝头介绍李白烈士故居------在一条不显眼的小路黄渡路上------革命烈士李白的纪念馆。李白烈士故居 ,0,0,0,,,,,,,
24,3.78072E+15,也来1563343160,2014/11/25 9:10,评论娟子-且行且歌 的博文【李白烈士故居】：&quot;  新书架  《远去的童年》（李地耕著）于2014年8月由广西师范大学出版社出版发行。  内容简介：本书作者出生在一个殷实的普通农家，以深情的笔调记述了自己的童年时代，由个人的童年经历带出了...&quot;查看原文：李白烈士故居 ,0,0,0,,,,,,,
24,3.77689E+15,Y-ang___,2014/11/14 19:09,好充实的一个下午。鲁迅公园、李白烈士故居、四川北路、多伦路文化街、左联会址、鲁迅故居、甜爱路、祥德路，城隍庙生煎。唯一遗憾的事情，身边的人是杨小立。[挖鼻屎] 上海·鲁迅公园 ,0,4,3,,,,,,,
24,3.77368E+15,陌小朵1223,2014/11/5 23:05,今天的活动中：在鲁迅公园受到文化熏陶，李白烈士的故居感受到爱国热情，多伦路参观了复古建筑，甜爱路见证了很多爱情，路上第一次遇见了自己喜欢的海贼王的小饰品，四班的小聚餐增进了彼此感情，一大队47人的电影更是别有一番风味…今天的生活我也是醉了 ,0,2,1,,,,,,,
24,3.77217E+15,相思你1385,2014/11/1 18:56,我在李白烈士故居纪念馆 网页链接 ,0,0,0,,,,,,,
25,3.77214E+15,相思你1385,2014/11/1 17:06,我在李白烈士故居纪念馆 网页链接 ,0,0,0,,,,,,,
25,3.77151E+15,相思你1385,2014/10/30 22:48,我在李白烈士故居纪念馆 网页链接 ,0,0,0,,,,,,,
25,3.76885E+15,李白烈士故居,2014/10/23 14:44,为弘扬先烈革命精神，落实爱国主义教育行动，武警上海总队政治部赠予李白烈士故居“革命传统教育基地”牌匾。今天，李白故居与共建单位武警上海第二支队进行教育基地挂牌仪式。出席揭牌仪式的有李白烈士之子、李白烈士故居名誉馆长李恒胜，副馆长吕俊，武警上海二支队副政委李功以及直属队的官兵代表。 ,0,0,0,,,,,,,
25,3.76604E+15,相思你1385,2014/10/15 20:54,我在李白烈士故居纪念馆 网页链接 ,0,0,0,,,,,,,
25,3.76124E+15,sophia-朱朱,2014/10/2 14:54,小学国庆作业，参观李白烈士故居 ,0,0,1,,,,,,,
25,3.76059E+15,相思你1385,2014/9/30 19:44,我在李白烈士故居纪念馆 网页链接 ,0,0,0,,,,,,,
25,3.76054E+15,李白烈士故居,2014/9/30 16:22,#烈士纪念日#在中华人民共和国成立65周年之际，我国迎来首个“烈士纪念日”。 9月30日下午，左联纪念馆、李白烈士故居工作人员在左联纪念馆举行“烈士纪念日”活动。在“左联五烈士”纪念铜像前，全体工作人员向革命先烈行三鞠躬礼，默哀致敬并献上鲜花。 ,0,0,1,,,,,,,
25,3.75805E+15,相思你1385,2014/9/23 19:27,我在李白烈士故居纪念馆 网页链接 ,0,0,0,,,,,,,
25,3.75502E+15,致臻堂主,2014/9/15 10:50,评论@祥子g 的博文【探寻虹口文化历史遗存之三------  李白烈士故居】：&quot;值得我们缅怀～！&quot;查看原文：探寻虹口文化历史遗存之三------  李白烈士故居 ,0,0,0,,,,,,,
25,3.74866E+15,我与上海互粉,2014/8/28 21:37,永不消失的电波—李白烈士故居(黄渡路一零七弄十五号） 广纪路 ,0,0,0,,,,,,,
26,3.73255E+15,李白烈士故居,2014/7/15 10:58,【活动】7月14日上午，格致初级中学初二年级开展了“铭记过去 珍惜现在 创造未来”新一轮“李白中队”命名仪式。仪式上，故居讲解员为同学们介绍了李白烈士的生平事迹。李白烈士之子、李白烈士故居名誉馆长李恒胜为新一届“李白中队”代表授旗，并希望同学们将来可以为祖国的繁荣昌盛奉献自己的力量。 ,1,1,2,,,,,,,
26,3.73203E+15,屈文超先生,2014/7/14 0:17,@共青团西安科技大学委员会@共青团西安科技大学机械学院团委 西安科技大学机械工程学院代表队于13日上午参观了上海中共四大纪念馆，李白烈士故居，左联会址纪念馆，上海鲁迅纪念馆，走进纪念馆，回顾历史，展望未来，我们满怀信心的迎接中华民族的伟大复兴，伟大祖国的未来拥有无限希望。 ,3,0,4,,,,,,,
26,3.7315E+15,向往自由的半杯茶,2014/7/12 13:28,#围观世界杯领现金#给力的微博世界杯福利疯抢ing~围观世界杯还能领现金红包，这事儿一般人我不告诉他哦~小伙伴们快来参加吧！@李白烈士故居 @心情点亮生活啦 @drop-shanghai 100%中奖，每天都有4999大奖等着小伙伴们，万一中大奖了呢~  围观世界杯领现金 ,0,0,0,,,,,,,
26,3.72863E+15,惟妙惟俏,2014/7/4 14:57,李白烈士故居，有时候真被这些事迹打动，为了自己坚信的东西不惜生命。 ,0,1,2,,,,,,,
27,3.70841E+15,徐汇老寿,2014/5/9 20:15,#我爱国 我骄傲#@东方日记本 黄渡路107弄亚细亚里15号是李白烈士故居及当年地下党设立的电台所在地，1945年刚开始设立电台时他住在本弄内的6号，1947年上半年搬入此屋三楼，直至1948年12月被国民党当局逮捕。次年5月7日在浦东戚家庙就义。离此地不到两百米就是当年国民党的“淞沪警备司令部”。 ,6,3,3,,,,,,,
27,3.70761E+15,强哥祺爸,2014/5/7 15:18,#“上海革命史迹系列封——李白烈士故居”纪念封（欣赏）#欣赏分享 我分享了“上海革命史迹系列封——李白烈士故居”纪念封（欣赏） ,0,0,1,,,,,,,
27,3.7072E+15,音速应急支援程处长,2014/5/6 11:47,"#爱国主义#上海市爱国主义教育基地展示展评活动正在进行中。我为海军上海博览馆,上海鲁迅纪念馆,李白烈士故居李白烈士故居投上了一票。你也来参加吧！有丰厚大礼等你赢取。上海市爱国主义教育基地展示展评 ",0,0,0,,,,,,,
27,3.7021E+15,上海三中院,2014/4/22 10:26,#法院动态#【追寻红色记忆、坚定理想信念——上铁中院党组中心组开展参观见学活动】4月18日，上海高院党组成员、上铁中院院长许一新带领党组中心组成员先后到鲁迅纪念馆、李白烈士故居、左翼作家联盟纪念馆和中共四大纪念馆开展以“追寻红色记忆、坚定理想信念”为主题的参观见学活动。 ,0,0,0,,,,,,,
27,3.6972E+15,用户6945791512,2014/4/8 21:50,#汽车学子祭先烈#2014年4月5日下午，中共四大纪念馆、左联会址纪念馆和李白烈士故居组织了上海国家安全局、上海消防总队虹口支队虹口中队、上海市久隆模范中学、上海工程技术大学高等职业技术学院等九家共建单位约170人在上海龙华烈士陵园举行了清明祭扫活动。 ,0,0,1,,,,,,,
27,3.69236E+15,VIVITOO,2014/3/26 13:28,我在李白烈士故居纪念馆#工作#。特别的感受 网页链接 ,0,0,1,,,,,,,
27,3.68761E+15,louistoto,2014/3/13 10:22,我在李白烈士故居纪念馆。一天外出参观 网页链接 ,0,0,0,,,,,,,
28,3.68505E+15,李白烈士故居,2014/3/6 8:58,【活动】3月5日中午，在虹口区教育学院附属中学举行了李白烈士故居与虹教附中校外实践基地签约仪式暨“李白中队”成立仪式。虹口区文史馆馆长何瑛出席了本次活动。此次活动，希望学生们可以通过加入“李白中队”志愿者服务队伍，能够进一步的了解志愿者精神，奉献青春力量，勇担社会责任。 ,0,1,1,,,,,,,
28,3.67926E+15,李白烈士故居,2014/2/18 9:20,【活动】2月17日下午，李白烈士之子、李白烈士故居名誉馆长李恒胜老师来到共建单位久隆模范中学，为同学们进行了《李白烈士战斗的一生》的演讲活动。李老师从不同角度向同学们介绍了他父亲战斗的一生，并且还讲述了同学们所不知道的李白烈士在生活中的小故事，使同学们更加深刻的了解李白，认识李白。 ,1,0,0,,,,,,,
28,3.66158E+15,左联会址纪念馆,2013/12/31 14:23,@中共四大纪念馆 @李白烈士故居 真不错！可以近距离欣赏彩陶文化！走起！,0,0,1,,,,,,,
28,3.65404E+15,agqing68,2013/12/10 19:05,今天在李白烈士故居参观。全故居只有我一人，按门铃开门，不收费。 ,0,0,0,,,,,,,
28,3.64121E+15,李白烈士故居,2013/11/5 9:37,【共建会议】明年是李白烈士牺牲65周年，为了能够更好的开展纪念活动，进一步掀起爱国主义教育的热潮，更好的发扬李白烈士的精神。李白烈士故居于11月1日下午2时30分，在故居举行了商讨纪念活动的座谈会。在会上，每位共建单位代表都交流发言，大家集思广益、畅所欲言，气氛十分热烈。 ,1,1,0,,,,,,,
28,3.63909E+15,李白烈士故居,2013/10/30 13:27,【宣教】今天上午，李白的家乡，浏阳县的领导来到故居参观。在虹口区文物遗址史料馆党支部书记孙爱民以及李白烈士之子、李白烈士故居名誉馆长李恒胜的陪同下，他们参观了整个展馆。参观期间，李恒胜还生动讲述了展馆内摆放的信件其背后的故事。 ,1,0,1,,,,,,,
28,3.63046E+15,Jerichobear,2013/10/6 18:00,黄渡小区，因李白烈士故居而闻名的川北保护建筑。街景在变迁，它却依旧是不变的模样，干净又干燥的犹太建筑，没有私家车的邻里过道。中学时我曾有两个要好的朋友，再熟悉不过。大学时由于志愿关系不再联系任何人，最后失去联系了。人总是把很多人、事好好地存进记忆相册，却怎么也不去抓住逝去的尾巴。 ,0,0,0,,,,,,,
28,3.62564E+15,高雪松,2013/9/23 10:16,在上海的时候参观李白烈士故居。其实去年的时候在这里就开了一次新闻发布会，今年有缘又来了一次。旁边的鲁迅公园由于施工没有开放，所以没能参观。其实很想拜祭一下文豪的。李白烈士之前没听过，故居也已经为单位所用，窗户外挂满了内衣内裤。只有门口的简介能供人阅读。@北票王东@青浦警坛小金 ,0,7,0,,,,,,,
28,3.61332E+15,三毛村的特摄仔,2013/8/20 10:50,第一次用SAI，果断不忍直视啊~@三毛村的涵涵 @三毛村早报主播小曲 @李白烈士故居 ——涵涵，我们慢慢来吧~这个还是要学的，果然鼠绘好累，只能用喷漆~用不了铅笔啊~等我毕业了，就攒足钱去买数字版了~\(≧▽≦)/~。 ,0,1,0,,,,,,,
29,3.60658E+15,三毛村的特摄仔,2013/8/1 20:26,喜欢 @李白烈士故居 “微博配图”的照片网页链接 ,0,0,0,,,,,,,
29,3.60213E+15,李白烈士故居,2013/7/20 13:14,"暑假期间，同学们也可以到位于黄渡路107弄15号的李白烈士故居进行参观哦！我们的开放时间：每周二到周六，上午9:00-11:30,下午13:00-16:00【周日、周一闭馆】",0,0,0,,,,,,,
29,3.60189E+15,三毛村的特摄仔,2013/7/19 21:36,有空大家可以来李白烈士故居看看啊,0,0,0,,,,,,,
29,3.60139E+15,李白烈士故居,2013/7/18 12:21,随着“八一”建军节的一步步临近，今天上午虹口文史馆联手李白烈士故居来到武警上海市总队第二支队对官兵们进行了慰问，并为他们送上了消暑的饮品。随后文史馆的副馆长吕俊还与他们的指导员进行了亲切的交谈，并希望他们作为李白故居的共建单位大家今后可以有更多互动、合作的机会！ ,0,0,0,,,,,,,
29,3.59884E+15,二马吃不胖,2013/7/11 11:40,我刚刚在【微问】回答了:“李白烈士故居纪念馆 地址: 虹口区黄渡路107弄15号 56 ...” 【有问题@微问 微博也能提问】你也来一起回答下吧～  网页链接 (来自微问官方微博),0,0,0,,,,,,,
30,3.59634E+15,李白烈士故居,2013/7/4 14:10,7月2日上午，来自久隆模范中学的16位名学生志愿者来到李白烈士故居参加志愿者培训活动。馆长为大家介绍了志愿者活动守则，带教老师为同学们示范讲解。此次志愿者活动从7月5日开始到8月30日，为期两个月。希望学生们通过接待参观散客，志愿讲解等活动，增强自身沟通能力，让大家有一个丰富的暑期生活。 ,2,1,1,,,,,,,
30,3.5961E+15,丹内布罗格的大白熊,2013/7/3 22:28,李白烈士故居就在我以前家附近。,0,0,0,,,,,,,
30,3.59497E+15,艾田宝宝,2013/6/30 19:38,上午，去鲁迅公园对面的黄陵路买东西。发现李白故居就在路口。进去看看，无奈今天非开放日。一旁的西安年轻夫妇与值班人员求情，告知下午离沪。[呵呵]服务员破天荒的同意我们参观。很受教育。烈士，永远活在我们的心中！ 我在:玉田路 ,0,1,0,,,,,,,
30,3.58902E+15,李白烈士故居,2013/6/14 9:15,李白烈士故居位于虹口区黄渡路107弄15号( 近鲁迅公园 ) ，参观时间每周二～周六，上午9:00—11:30/下午1:00—16:00，公交18、21、854、47、132、101路，轨交3号线虹口足球场站都可以抵达~ ,1,1,1,,,,,,,
30,3.58725E+15,竹居潇湘,2013/6/9 11:51,我在这里: #鲁迅纪念馆#今天混在大虹口啦~李白烈士故居还在午休中，那边的联排别墅真是赞  来自诺基亚地图 上海·鲁迅故居 ,0,1,0,,,,,,,
30,3.58516E+15,魔酷网均匀,2013/6/3 17:31,李白烈士故居——《永不消逝的电波》的原型 ,0,0,0,,,,,,,
31,3.57524E+15,东方日记本,2013/5/7 8:20,#发现你不知道的上海#【李白烈士故居】他，是被蒋介石亲自批示“处以极刑”的“囚犯”；他，是李克农上将为其祭扫陵墓的“革命烈士”；他是“潜伏者”； 他是《永不消逝的电波》中的李侠。1949年的今天李白在浦东戚家庙就义。  李白烈士故居位于上海市虹口区黄渡路107弄（原亚细亚里）15号 ,0,2,0,,,,,,,
31,3.57491E+15,焦达De微博,2013/5/6 11:01,后面建筑为“亚细亚里”——李白烈士故居。一条很幽静的弄堂//@格里董: 转发微博,0,2,1,,,,,,,
31,3.56557E+15,期待尘埃落定,2013/4/10 16:12,我在李白烈士故居。如果现在仍然需要，有多少人会像他那样坚强不屈！敬佩！ ,0,0,0,,,,,,,
31,3.56278E+15,焦达De微博,2013/4/2 23:46,虹口区黄渡路107弄(原亚细亚里)15号李白烈士故居。场景复原—福声无线电公司(李白的掩护职业)，复制了三四十年代的外国收音机。 ,0,11,0,,,,,,,
31,3.55325E+15,浏阳市张坊镇白石村,2013/3/7 16:35,#本村概况#白石村是电影《永不消逝的电波》中“李侠”原型人物、革命烈士李白的故乡，现建有李白烈士故居，是湖南省爱国主义教育基地、浏阳市文物保护单位。白石村是客家人聚居地，流行客家话，有较丰富的客家文化资源。 ,0,0,0,,,,,,,
31,3.54827E+15,兜爸兜妈爱兜宝,2013/2/21 22:48,午饭后散步，偶遇一条宁静美丽的小弄堂，这里还有李白烈士的故居，电影＜永不消逝的电波＞的人物原型 ,0,0,0,,,,,,,
31,3.53443E+15,琰的蜃气楼,2013/1/14 17:57,#行走上海#今天陪领导出门看到个很有意思的老建筑，走近一看发现大有来头，原来这就是电影《永不消逝的电波》里男主角原型李白烈士的故居！@猫眼小狸狸 @皇家小玉猫 @Blackkaras @冷清的花 ,1,6,0,,,,,,,
31,3.53369E+15,Lane小哈,2013/1/12 16:36,我在李白烈士故居纪念馆：第二站。故居就在弄堂里面，如果门关着，敲门就有人会来开的。周日好像休息的。 网页链接 ,0,0,0,,,,,,,
31,3.53366E+15,maru_i,2013/1/12 15:04,我在李白烈士故居纪念馆：有个伯伯好热心介绍永不消逝的电波 网页链接 ,0,0,0,,,,,,,
31,3.53077E+15,趴小吉,2013/1/4 15:19,我在李白烈士故居纪念馆：盖章 网页链接 ,0,0,0,,,,,,,
32,3.53076E+15,啊你是哪块小饼干lll,2013/1/4 14:52,我在李白烈士故居纪念馆：第二站…这是红色之旅嘛? 网页链接 ,0,0,0,,,,,,,
