页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,正负情感,子类目
1,4880354957071742,牛津-小裁缝,2023-03-17 18:59:17,珠江边历史建筑：海关大楼、南方大厦和爱群大厦。 广州·爱群大厦 ,6,16,109,,,,,中性,建筑描述
1,4855249498017792,衝鋒号角,2023-01-07 12:19:09,法国人为了拯救地球，毫不客气地给海关大楼喷上橙色油漆。 衝鋒号角的微博视频 ,4,52,79,,,,,中性,国际事件
1,4863243443765636,钱塘精选,2023-01-29 13:44:13,近代的建筑遗产中，海关和银行建筑是其中品质最高的。三个著名的海关大楼，上海的江海关，武汉的江汉关与广州的粤海关，均是全国重点文物保护单位。 ,20,12,130,,,,,积极,建筑遗产
1,4895657912961973,流心奶黄糯米糍兔,2023-04-29 00:27:46,转：北海印象·𝟏𝟖𝟕𝟔🎞 🇬🇧🇫🇷英法领事馆&amp;北海关大楼旧址🏛 ,0,0,0,,,,,中性,地标建筑
1,4895410667651967,宣城公安交警在线,2023-04-28 08:05:18,#春季守护行动# 4月27日晚上，三大队执勤交警在鳌峰东路海关大楼路段开展集中统一行动，预防事故的发生。@安徽公安交警在线 @宣城公安在线 ,0,0,0,,,,,积极,公共安全行动
1,4894081233458023,落长安_2019,2023-04-24 16:02:36,泉州安平桥（五里桥） 离开清源山乘601路15站到海关大楼，换乘K608路44站到达安平桥公园，返程乘K608路全程45站，来回车程4个多小时，就为一睹心心念念的安平桥，想想我也是够执着的。遗憾的是安平桥只开放了一小段。 也算是体验了一把这么多站点的公交，真过瘾。 ,0,0,0,,,,,积极,旅游体验
1,4893818275763731,黄昏的光芒与光辉,2023-04-23 22:37:42,休假一天，和友人去参观卡地亚在广州的猎豹展，布展流光溢彩，视觉盛宴。出来后又去参观了旁边的海关博物馆，每个海关大楼上都有一个钟楼，介绍说每15分钟会敲响，可惜现在改为电子钟，早晚8点才敲，没听到。又慢慢溜达到沙面的兰桂坊吃乳鸽，虽然过了饭点，依然满座，老城区的人民才是生活，CBD打工人只是活着回到家，楼下三只猫在慵懒得晒太阳，它们的生活也很惬意,0,0,0,,,,,积极,展览参观
1,4893748401800019,绍兴文旅发布,2023-04-23 18:00:03,#名城绍兴，越来越好##寻味绍兴#阿水面馆，开在吉利新村海关大楼对面。他家的扎肉色泽红亮晶莹，香酥鲜爽，酥而不碎。吃一口素面，再配以肥而不腻的扎肉，你就会惊叹自己的“清盘”速度。地点：上虞区百官街道江东路166号 ,0,0,0,,,,,积极,餐饮体验
1,4892661179745734,西范里,2023-04-20 17:59:49,#西范里##范友爆料# 海曙海关大楼项目位于宁波鄞奉片区东部启动区。解放南路以东、规划尹江岸路以西，紧邻奉化江。其中海曙海关大楼用地面积5875平方米，地上建筑面积约3.2万平方米，地下建筑面积约1.4万平方米。建筑设计立面具有保持政府办公楼的典型特征，建筑底部处理相对厚重沉稳，大柱廊的运用形成丰富的建筑底部韵律，建筑主体部分以对称性构图，保持左右均衡，屋顶结合塔的运用，形成丰富的顶部天际线。,0,2,3,,,,,中性,建筑项目描述
1,4892357348295850,若我王,2023-04-19 21:52:29,红树里的海关大楼 上海·上海大厦-外滩 ,0,0,0,,,,,中性,建筑地标
1,4892301846121705,宋志阳66,2023-04-19 18:11:57,1916年广州邮政博览馆（百年前的广州邮局大楼）落成，与比邻的粤海关大楼（大钟楼）共成近代广州的地标式建筑物，回望历史可知，当年一统天下的邮局堪比今天所有移动通信公司的总和，屹立广州“外滩”历百年风雨变迁，于广州是意义非凡的古建筑。卡地亚耗费巨量心力重装大楼内部，呈现震撼非常的“寻踪豹影”猎豹主题展览。1914年诞生的卡地亚猎豹腕表及猎豹元素，比百年大楼还早2年，看百年的卡地亚创作，美态、经典、震撼，什么样的作品能历经百年而不朽，大概就有感悟了，卡地亚之所以为卡地亚，超然地位也能理解了。明天起至5月21日，足一个月时间对公众开放，大约是1小时的感观震撼，不容错过。 广州·邮政博览馆,0,6,4,,,,,积极,建筑历史
1,4891648867439412,黄梦熹sophia,2023-04-17 22:57:15,这是历史就给这座城的自然影院，时间是最好的放映师，它把人世间的酸甜苦辣，寄托于每一个角落，然后在生活中慢慢酝酿。每一栋建筑，每一次历史，都是它的故事。海关大楼旧址，德国森宝洋行，大清邮局旧址，英国领事馆旧址，还有已经改建成酒店的法国领事馆旧址，改建成博物馆的德国领事馆旧址。分布在老街附近的各个角落，第两次总算是全部找到了，也赶在了闭关馆前进去参观。同一时期的建筑风格很相近，看其中一两个足矣，唉……因为喜欢，所以执着。,0,0,0,,,,,积极,城市景观
1,4891529719581817,鱼儿导游,2023-04-17 15:03:48,探索上海Citywalk万国建筑博览群行程安排：外滩信号塔—亚细亚大楼—上海总会大楼—有利大楼—通商银行大楼—电报大楼—汇丰银行大楼—海关大楼—和平饭店—中国银行大楼——黄浦公园—英国领事馆旧址—圆明园路开班时间：每周六、日（可定制）集合時間：9:00-11:30、1:30-4:00、7:00-9:30（晚）集合地点：地铁14号线豫园站7号口地面时间安排：全程2.5小时内线路价格：1）119元/人（3人）2）99 元/人（4-6人）3）79元/人（7人及以上）推荐年龄：10—65岁（16岁以下需有大人陪同）线路亮点：十里洋场烟花地，风云际会上海滩，黄浦江景今犹在，不见当年杜月笙。集人文与自然景观于一体的外滩是上海城市发展的缩影，见证了上海一个半世纪的沧桑与巨变。夜幕降临灯光亮起，让我们一起去寻找那份海上情怀…..费用说明：费用包含：领队讲解服务费和运营组织费费用不含：一切个人消费退订规则：在行程前解除合同的，扣除费用标准：1）集合前2日之前（含）扣除订单总金额的20%；2）集合前1日之前（含）扣除订单总金额的40%；3）集合当日扣除订单总金额的60%。,0,0,0,,,,,积极,旅游活动
2,4890535972049357,攀枝花日报,2023-04-14 21:15:00,【攀西首次！攀枝花海关 “云签发”首份出口检验检疫证书】4月11日，在攀枝花海关大楼内，海关工作人员通过海关属地查检业务管理系统向攀西外贸企业“云签发”了首份《出口检验检疫证书》，这标志着该模式在攀西地区正式开始运行。 “云签发”模式是一种“企业自主申报、海关智能审核、企业自助出证”的出口检验检疫证书申领便利化新模式。新模式不仅将出口检验检疫证书出具时间由原来的2-3个工作日缩短到1个小时以内，更有助于节省企业运营成本，真正实现了作业流程更规范、监管更便利、签证准确度更高。,0,0,1,,,,,积极,海关服务
2,4890231440933963,爱笑de豆花,2023-04-14 01:04:54,湖北博物馆，镇馆之宝越王勾践剑。还看了编钟表演。沿着江汉路步行街，参观民国的建筑群，江汉关海关大楼，台湾银行旧址等。吃了小吃，油条包麻糍还不错，再次打卡茶颜悦色。 武汉·江汉路步行商业街 ,0,0,1,,,,,积极,博物馆参观
2,4889694372368496,未来网,2023-04-12 13:30:47,#可爱的中国#【慢直播：长江之滨好风光】位于长江之滨的武汉江汉关大楼于1924年建成，是武汉的地标性建筑，是中国现存最早的三座海关大楼之一，见证了武汉百年风云变幻的历史。和@未来网 一起云端感受武汉江汉关美景~  未来网的微博直播 ,2,4,43,,,,,积极,建筑历史
2,4887873419477948,长跑小学生,2023-04-07 12:54:58,沈阳 二纬路奉天海关大楼旧址。 建于沈阳开埠时期。如今在一个小区里。 沈阳·奉天海关大楼旧址 ,0,0,3,,,,,中性,建筑历史
2,4886370680570996,泉州晚报社,2023-04-03 09:23:37,【清明期间部分道路交通管制 28路公交线路临时调整】记者从泉州市公交集团获悉，因清明期间丰泽区清源山齐云路实行交通管制，禁止机动车通行，4月5日当天途经该路段的28路公交线路仅行驶至少林路。具体调整如下：往（返）：温陵路公交首末站-温陵南路（海关大楼）-温陵北路（温陵路中段&lt;牙博士口腔&gt;、九一街口&lt;君龙人寿&gt;、东湖公园）-东湖街（东湖影院）-少林路（柑舍头）-圣福花苑。详情：网页链接,0,0,0,,,,,中性,交通通告
2,4886089343697101,若耶米娜Amina,2023-04-02 14:45:40,百年沧桑#江海关# 真的有点一言难尽啊，中国的国门关卡~海关，却是在英国人掌权阶段，由英国设计师主持修建，钟楼还是在英国建好了运过来的，然后中国人听了百多年的英国钟声上海宝爷的笔记 寸土寸金外滩地，雄浑悠长钟楼声，９０多岁的海关大楼历经风雨，如今仍坚如磐石、雄伟庄严（分享自@小红书）#小红书精选#网页链接,1,2,0,,,,,中性,建筑描述
2,4885631157144323,巨匠森林,2023-04-01 08:25:01,#森·游记#《旅行》2023第四站：东阳市横店镇梦外滩景区以20世纪30年代至40年代的老上海为主要原型，传神再现了当时的城市风貌，恢复老上海十里洋场的旧时风情；还原和平饭店、汇丰银行、海关大楼、外白渡桥、百老汇大夏、永安百货、上海大世界、天蟾戏院等老上海经典建筑，展示老上海独特的融万国建筑于一处的海派风格；是集电影主题乐园、影视拍摄服务、旅游休闲度假酒店、综合服务为一体的横店品牌特色文化主题景区。2023.3.31☆旅行之第四十七站,0,1,0,,,,,积极,景区游览
2,4885487066028463,宝官儿大人的太史令,2023-03-31 22:52:27,太史令生日快乐🎂 从不同角度欣赏陆家嘴三件套 没有听到海关大楼的整点钟声闹情绪但太史令告诉我可能是因为人多太吵了所以才没听到 吃到我最爱的松子鱼但太史令说他最爱的还是汤面 祝太史令越活越年轻年年交好运天天有惊喜今年尤其多 上海·外滩 ,0,2,5,,,,,积极,生日祝福
2,4884966112495996,广东省立中山图书馆,2023-03-30 12:22:22,【#中图小课堂# 】华丽壮观的粤海关大楼建成于1916年，为仿古罗马的新古典主义建筑。因大楼顶端13米高的穹窿顶钟楼，老广州人习惯将它称为“大钟楼”。本期“广州迹忆”与你同游“好看”更“好拍”的粤海关大楼，并推荐阅读《建筑也可以很好玩》《广州近代商贸建筑研究》。戳开链接，来为粤海关博物馆寻找“最佳机位”吧~广州“迹”忆 | 不负春日好时光， 来粤海关大楼寻找“最佳机位”吧,0,0,2,,,,,积极,建筑历史
2,4884880058220907,微校园i,2023-03-30 06:40:25,#黄埔筹建一所高水平港澳子弟学校# 黄埔区将建设一所高水平港澳子弟学校。学校选址黄埔区保金路36号（原黄埔海关大楼服务楼），占地面积约1.2万平方米，建筑面积约1.0万平方米。学校办学层次为小学、初中九年一贯制教育，计划招生规模为300人，以多元教育供给促进湾区教育融合高质量发展。#校园热点运营官#,10,8,13,,,,,积极,教育建设
3,4884675992489122,Arendelle女王的姐姐Elsa,2023-03-29 17:09:32,#上海和武汉有多像# 南京路vs江汉路 外滩海关大楼vs江汉关 ,0,0,2,,,,,中性,城市对比
3,4883670105593207,想吃苹果派_,2023-03-26 22:32:30,听到海关大楼的东方红 仿佛把人拉回到12年冬天跟家父来外滩的日子 百事饮料车还是没变 2元轮渡也没涨价 之后来上海基本都会来外滩打卡 浦西的他们见证了历史 见证了对面拔地而起灯红酒绿的魔都 也见证了我的十年  上海·外滩万国建筑博览 ,0,2,8,,,,,积极,回忆
3,4883643993165946,六子金,2023-03-26 20:48:44,想喝点儿东西，去奶茶店看的眼花缭乱最后还是算了，走进隔壁的特产店买了瓶酸奶喝上了果然还是酸奶适合我外滩人很多，好多人拍照，我走了一圈就离开了四点半刚好听到海关大楼钟声响起，沉重又厚重的声音夹杂着热闹的人群传来，形成了强烈的对比，我感觉到了它孤独的使命在召唤去了一家收藏很久的店吃晚餐，终于吃上啦（好开心～）虽然辣椒里找粉，但没有想象中的辣超好吃藕片也好吃下次还来,0,0,1,,,,,中性,饮品选择
3,4883541131002376,那些珍贵老照片,2023-03-26 14:00:00,1928年，上海，最左边带圆顶的是香港上海银行，带时钟的是海关大楼（带时钟），右边是正在建造中的Sassoon House，也就是后来的和平饭店。 ,0,1,9,,,,,中性,建筑描述
3,4883276319162581,瘩老师,2023-03-25 20:27:43,今天13:45分走在外滩，上海海关大楼的钟照例15分钟会响一次，那一瞬间，我走在浦东发展银行门口，手中拿着咖啡，街道上的红灯很配合地亮起来，汽车们很有节奏地停了下来，引擎声却各有不同地响着，但还是很静。钟声响起的那几秒，场景立马转换。回到了小学初中11点整，宏达大厦会很准时的响起来……那种熟悉…又有点细微的东西真的很难讲灵清的感觉…只能感受…咚…凭我的言语真的很难讲清楚这么高级的感受。 上海·上海外滩,0,2,2,,,,,积极,城市景观
3,4881838177260418,千代田的阳光,2023-03-21 21:13:04,日据时代建成的望火楼，海关大楼，横滨银行，市役所还有一些旧民居经历了近百年风雨依旧美丽优雅韵味悠长 ,0,0,0,,,,,积极,建筑
3,4881734833802456,大江晚报,2023-03-21 14:22:25,【#芜湖老海关大楼或将对公众开放#】记者近日从芜湖市文物部门获悉，今年全市将有一批文物建筑迎来新生，其中芜湖市圣雅各中学旧址修缮工程项目将全面竣工，老芜湖海关旧址将于今年5月完成整体修缮。老芜湖海关在整体修缮竣工后或将于今年的“文化和自然遗产日”——6月10日向公众开放。2022年，全市累计6个文物保护项目（国保单位）获国家文物局批复立项，其中含有两个文物建筑类保护项目，分别是英驻芜领事署洋员帮办楼旧址保护修缮、芜湖内思高级工业学校旧址保护修缮。#芜湖老海关或将对外开放#（大江资讯） 大江晚报的微博视频,0,0,2,,,,,积极,文化遗产保护
3,4881337553785031,云朵22180,2023-03-20 12:03:46,宫保鸡丁盖浇饭，这个豆浆挺好喝的，太空元素是去年最火的了，反正宇航员喝过的牌子，我也得喝。去年一副漫画给火了，结果变成了很多手机后壳的代表性设计。哪个手机壳有太空宇航员元素就会卖的很好。工作餐不想回家了，午休也就在公司宿舍吧。乏力，下午还得去下海关大楼。。#汉元素设计##设计元素#手机#最火漫画乐园#,0,1,0,,,,,积极,食物
3,4880354957071742,牛津-小裁缝,2023-03-17 18:59:17,珠江边历史建筑：海关大楼、南方大厦和爱群大厦。 广州·爱群大厦 ,6,16,109,,,,,中性,建筑描述
4,4880804465872349,NoraXx0,2023-03-19 00:45:28,海关大楼的钟声响起，我进入30年代的租界…. 外滩让我找个词来形容，就是迷惘。但这座城市会在每个首次到达这里的年轻人新奇的注目下重生。  “一切都很宏伟，一切也都摇摇欲坠” ,0,0,0,,,,,中性,建筑描述
4,4880764061359415,---安逸的猫,2023-03-18 22:04:55,哈哥心心念念想听海关大楼大钟的钟声，特地带他去打卡，然后再去了浦东看外滩亮灯，结果发现隔着黄浦江听钟声更有feel丫，笑死 ,0,0,4,,,,,积极,旅游体验
4,4878869972913053,爱丢废话箱,2023-03-13 16:38:29,星辰sungchen 《晨钟》 *民国 *BE *他走后，浦江之滨仍然屹立着海关大楼，每隔一刻钟，钟声便会响起，悠远肃穆，给人送去来自远方的思念。  网页链接上篇  网页链接下篇 ,2,19,62,,,,,积极,建筑描述
4,4878248040988953,快快不太慢,2023-03-11 23:27:09,#plog# 一个人暖乎乎☄最近一直在路上骑脚踏车4.4公里30分钟去看了沿途的风景🎐有消防训练基地、有观音庙、还有很多的公司、一个炫酷的轮胎发明大楼和樱花真的很美、还有一个欧式建筑是安徽海关大楼✎也不吝啬等待一个小时买了詹记的蛋糕🍰、去感受公交车的晕车感受下车就差点吐了、还有一些傍晚时分的景色需要抬头才可以看见的！168中学貌似比我学校都大、初体验经验➕1零零散散把合肥认识了一下，心好静，好丰富✎,0,3,1,,,,,积极,户外活动
4,4877876800000643,小win碎碎念,2023-03-10 22:51:58,hi 这里是广州 仿佛置身欧洲街头  下午的沙面也太好拍照了📷 来广州去的第一个景点 朋友们强烈安利的沙面 仿佛置身欧洲街头 拍照出片 晒晒太阳看看河 舒服极了 建议穿黑白衣服到粤海关大楼这边拍照 下午四点左右是光线最好的时候 原相机拍摄显得皮肤白皙细腻 广州·沙面岛 ,0,0,3,,,,,积极,旅游体验
4,4877712428630920,承若爱飛_199,2023-03-10 11:58:49,雨桐大魔王新建的海关大楼巍然耸立， ,0,0,0,,,,,积极,建筑
4,4877006225803423,Bahamut229,2023-03-08 13:12:37,#哈尔滨历史##发现哈尔滨##寻迹百年中东铁路##寻找记忆中的哈尔滨##历史老照片# 【哈尔滨旧影】开始卷入俄国内战的捷克斯洛伐克军团在哈尔滨停留期间在站前车站街(今红军街)的检阅活动，1918年。图一是车站街契斯恰科夫茶庄前，图二可以看到海关大楼的帐篷顶。 ,2,1,4,,,,,中性,历史事件
4,4876783721647166,所谓怡人-,2023-03-07 22:28:28,p1-3早起去看牙 千万不要三颗一起根管治疗p4-5带痴情男打卡麻辣烫 好喜欢面卷鸡p6最喜欢在图书馆和小宝视频p7-8肝论文了p9今天中午路过这的海关大楼呜呜呜呜 我也想去海关p10-11下雪了今天又是 虽然打伞但是早上刚洗的头 还是围巾哈哈哈哈哈p12-13又是陪网吧一天 电影还不错 臭豆腐太好吃了p14666666p15一起泡脚*3,0,6,25,,,,,中性,医疗
4,4876606638131456,葛卫东--红色收藏,2023-03-07 10:44:48,NGC高分，上海外滩标志性建筑海关大楼。 葛卫东--红色收藏的微博视频 ,0,0,0,,,,,积极,建筑评价
4,4875726870286259,杰瑞是个der,2023-03-05 00:28:55,📍城隍庙 📍武康路 📍上海海关大楼 ,0,0,10,,,,,中性,地标建筑
5,4875695220590040,阿川的时间里,2023-03-04 22:23:09,伴随着江海关大楼的钟声 万国建筑群在瞬间被点亮 ,0,0,0,,,,,积极,建筑景观
5,4874948444948366,氙氢XeH,2023-03-02 20:55:44,上海的风吹不起烟台的浪黄埔江的水也不会向西流淌海关大楼的钟声浑厚悠扬崇明岛上的灯塔依旧明亮遥望远处的汽轮有种声音在心中回荡外滩饕餮的鸥鸟在低吟浅唱歌词是周杰伦的稻香包涵些许思念也许不仅仅是故乡它欲展翅翱翔眼神中显露着倔强即使乘风猖狂也飞不到蓬莱阁上汇金湖的天鹅孤独地浮在靠近栏杆的地方眼神很是忧伤似乎在企望但它不渴盼玉米更不奢求米糠也许是悲伤旧鹄早已匆匆去往天堂在多伦路街头徜徉看车辆来来往往靠着永安里的围墙放一只信鸽飞向北方它掠过长江俯瞰苏皖盛状看砀山梨花开放丈量齐鲁孔孟之乡向着东方朝阳飞到黄海之滨盘旋于莱山区上它看到海边的姑娘便落在她的肩上轻啄她的臂膀诉说着纸短情长潮水拍打着堤岸发出哗哗声响仿佛在哀叹愁肠伴着摇摇欲坠的夕阳晚霞为天穹染上红妆海风吹过海港三两人在沙滩徜徉养马岛的栈桥站着那忧愁的姑娘她面对橙黄色的海洋看斗牛间出现月亮目送信鸽消失于南方任由泪水浸透衣裳#情感语录##诗歌##愿你遇到的人都是温暖的##诗词歌赋##治愈系# 氙氢XeH的微博视频,0,0,1,,,,,积极,风景描绘
5,4874891125850797,好享下午茶,2023-03-02 17:07:57,最近广州春光灿烂，悠闲来到同福中路吃路边多年老字号煲仔饭，然后去海幢寺看看山茶花，一路走到洲头咀公园，黄风铃花只开到去年的一半，还没到最美的时候，晚上夜幕降临，到人民桥的captian和朋友吹水，风景独好，广州再也没有这么适宜休闲的桥底餐厅了，看着边上的粤海关大楼，这里是最似外滩的江景了。,0,0,1,,,,,积极,美食体验
5,4873859063612323,可可爱吃饼干,2023-02-27 20:46:55,想起21年10月31日小李带我在外滩附近和苏州河散步，傍晚六点海关大楼的钟声敲响，万国建筑群和黄浦江对岸的高楼大厦一众灯光点亮的那个瞬间。 今天又想去拍拍那个瞬间，结果不小心没有拍到亮灯的那一刻。不过，这里依然人多，繁华，美丽，身边的人也依然浪漫。 ,0,4,4,,,,,积极,回忆
5,4872755894030280,清雪LY,2023-02-24 19:43:19,同城种草广州·沙面旅游区广州·沙面岛广州·百年粤海关大楼(历史文物建筑) 广州·沙面公园 清雪LY的微博视频 ,0,0,0,,,,,积极,旅游区评价
5,4872752793652891,广州市文化广电旅游局,2023-02-24 19:31:00,【得闲～来太古仓码头叹茶吧】“太古仓·水上茶居”在太古仓码头正式开业，中式仿古游船“南海神·广州日报号”，带着新航线、新菜式在太古仓码头启航新航线启自太古仓码头，东至天字码头，途经白鹅潭、沙面、粤海关大楼等经典地标置身游船二层、三层的露天甲板上，听江风浅吟，叹虾饺、烧麦、凤爪、叉烧包……以及新加入的东南亚特色食材，饱览珠江沿岸老西关、老东山城市好风光#广州5500株杜鹃花盛放# #广东再迎降温天气# #广东已入春#  （图/遇见珠水 珠江游）,3,2,6,,,,,积极,餐饮体验
5,4871656617284352,狮子lingv,2023-02-21 18:55:11,今天下午参会，进入海关大楼，有所体验收获。特制作本视频留以纪念。 狮子lingv的微博视频 ,0,0,0,,,,,积极,活动体验
5,4870817701692031,lhc390赖鸿春,2023-02-19 11:21:38,#鸿春生活馆##春慧商贸创始人赖鸿春##我的vlog生活##爆料# 泉州市公交【002路】丰泽客运站—城监支队—交警支队—华美公司—刺桐路口—浦西路口—交通局—新车站—海关大楼—公交车站—九一路口—第三巷口—东湖公园—东门—一院—南俊巷口—钟楼—影剧院—开元寺—开元寺西门—培元中学—西环城—西郊—锻湖村—西苑—镇政府—送客亭—北峰工业区【006路】丰泽客运站—城监支队—宝洲商品市场—浦西村口—东南医院—宝洲路口—新车站—幸福街口—旧车站—新华友—海信站—关帝庙—涂门街头—新门街头—新门菜市—省五建—开元寺—培元中学—西湖小区—新华小区—建南花园—邮电公寓—坑尾路口—北峰工业区—森利发—糖厂—潘山市场—杏后路口—糖房中路—糖房—丰州【014路】汽车西站—培元中学—开元寺—省五建—芳草园—新华桥—劳动力市场—新华南路尾—金山南区—土地后—天后宫—义全大厦—幸福街口—海关大楼—津坂路口—水利大厦—刺桐公园—东美小区—丰泽区政府—皮防院—千亿山庄—云鹿路—北师大附中【601线】清源风景区—180医院—花园头—埔任路口—水上乐园—普明村—朝天门—汽车西站—培元中学—开元寺—省五建—芳草园—新华桥—劳动力市场—新华南路尾—金山南区—土地后—天后宫—义全大厦—幸福街口—中医院—华洲—东浦—展览城—鲤城区政府—游乐园—清濛—诺林商城—清濛科技园—商务中心—仙公山公园—二期—锦信—三兴集团—鸿绮集团—晋江二中,4,3,0,,,,,中性,公交线路信息
5,4870633109855764,La_CrImosA_Q,2023-02-18 23:08:08,21°的2月18，香薰于一日之终恰好燃尽 窗外传进春天即将接踵而至的气息 回首一望 仅这数周的距离 却用了两年去走 时至今日 心才大体安稳下来了 再次来到海关大楼 怀着熟悉而陌生的心情 带着美好的不美好的不完整的全部意象 我敬你 敬自己 敬所有帮助与2023  我已站在此扇新门之前。 ,0,2,8,,,,,积极,个人感慨
5,4870403128298570,0411阿布,2023-02-18 07:54:16,"#早安,新的一天#17日17点海关大楼的钟声🎵#带着微博去旅行# 上海·外滩万国建筑博览 0411阿布的微博视频 ",0,2,6,,,,,积极,旅行体验
6,4870253248514444,烟霞仙居,2023-02-17 21:58:42,【随手拍】“仙居：人勤春来早……。”站在仙居海关大楼眺望窗外，七八十岁的菜农在确保安全的情况下，烧草筋灰、整理菜地……。菜农告诉我：“连日多雨，地气潮湿，这里全是平地、菜园子，草筋灰上覆盖泥碧头块，只是烟不出明火。几个小时后，我等待到烧完、烧过，磨灰散种，把灰施肥种坑，确保安全后，才离开。”点赞和致敬老者勤劳。但必须提醒“野外严禁用火”、“野外用火必须确保安全”……@抖音小助手 #愿春风带来更多美好 ##不一样的烟火# #烟火向星辰所愿皆成真 ##时光因懂得而美好# #全国百佳深呼吸小城仙居##开往春天的列车# 烟霞仙居的微博视频,1,2,1,,,,,积极,农业活动
6,4869889883638262,今天早上在2021,2023-02-16 21:54:49,发布了头条文章：《2023公告）乐从镇原海关大楼、副楼加固工程项目招标公告 （招标编号》  2023公告）乐从镇原海关大楼、副楼加固工程项目招标公告 （招标编号 ,0,0,0,,,,,中性,工程招标
6,4869829251041432,解说王淞,2023-02-16 17:53:53,落日八分钟的海关大楼 ,0,4,24,,,,,中性,地标建筑
6,4869709244138517,文山发布--官方微博,2023-02-16 09:57:01,#文物背后有料有趣的中国故事#【300余件，文山州博物馆赴勐腊海关接收移交文物】2月14日，由昆明海关所属勐腊海关与云南省文物局共同举办的勐腊海关涉案文物移交仪式在勐腊海关大楼举行。此次文山州博物馆接收移交文物324件，包括“十两银条”“法属安南坐洋币”等不同面值文物。这些文物将为研究清代至民国时期中国与越南的经济提供支撑。勐腊海关于2020年10月查扣一批清代至民国时期的银条、银币等文物共计768件。根据《中华人民共和国文物保护法》《罚没财物管理办法》等规定，经云南省文物局研究并和昆明海关协商，本批罚没文物由云南省博物馆、文山州博物馆和红河州博物馆三家单位收藏。,0,0,0,,,,,积极,文物接收
6,4869332427082348,pierrechow,2023-02-15 08:59:41,散步随记3507 老照片有故事 上图东馆地方文献馆以数字媒体呈现上海历史建筑、红色纪念地以及文化地标。看看老照片，回首往年事：①1870年上海海关。②1927年外滩海关大楼门前的赫德铜像。英国人赫德1863年任海关总税务司，1908年回国，是掌管中国海关近半个世纪的洋人。③外滩老沙逊洋行，1877年创设。英籍犹太人沙逊家族以鸦片发迹后，在上海靠房产发财。④1928年沙逊大厦（现和平饭店），当年外滩最高楼。⑤黄浦江上。远东第一高楼沙逊大厦鹤立鸡群。⑥三十年代初外滩一带。⑦老外滩鸟瞰。⑧1948年外滩。沙逊大厦旁是建于1936年的中国银行大楼。原计划34层，沙逊阻扰，说中国大楼高度不得超过他的金字塔尖顶。无奈修改图纸，降至17层，比沙逊大厦低0.3米。上海人说，翘脚沙逊结棍（沙逊腿瘸，沪语称翘脚），一脚踢脱17层。⑨1936年旧报纸。平津学生游行抗议日本增兵华北，上海民众集会响应。 上海·上海图书馆东馆,1,0,5,,,,,积极,历史建筑回顾
6,4868997662639682,西瓜汏郎,2023-02-14 10:49:27,小奶猫无偿领养，1个半月，一共5只，领养要求：有固定收入，家里阳台有封窗，做到科学喂养，不笼养，不散养，定期疫苗+驱虫，宁波大市有固定住所的优先（地址在宁波市海曙区西门口海关大楼附近）宁波猫咪领养 宁波 ,1,12,0,,,,,积极,宠物领养
6,4868786177447437,静潇瀟,2023-02-13 20:49:05,连日来天气湿热如初夏，似乎有些反常。傍晚西北风渐起并伴有零星小雨，晚餐期间风雨大作，冷空气南下了。晚上八点钟，广州海关大楼钟声准时响起，被风声雨声裹挟着，淡定而悠扬，甚至有点寂寞。 ,0,4,2,,,,,中性,天气
6,4868703601296864,恰恰舞2288,2023-02-13 15:20:57,丹东新区国门海关大楼附近有无人机。 ,0,0,0,,,,,中性,地理信息
6,4867479991747651,Sidney202004,2023-02-10 06:18:46,散步     有时候换个地方继续散步，在外滩，在海关大楼的前面人行道散步。让自己的脚步与100年怡和的大班，汇丰的行长脚步重叠。他们不也是走这一条路吗？这不过在从前。 ,0,0,0,,,,,积极,生活方式
6,4866970820810233,光影小帧,2023-02-08 20:35:30,芜湖老海关旧址🧸        老海关大楼建于1919年。老芜湖海关曾经是全国40余处海关之一，它是根据《中英烟台条约》于1876年设立，定为三等海关。1877年4月正式开关。开关之后因业务激增，遂在陶沟以南兴建海关大楼。大楼坐东朝面，紧邻长江，建筑面积近900平方米，入口门厅位于钟楼底层。主楼两层，为柱廊式砖木结构。2019年10月7日，入选第八批全国重点文物保护单位名单。#爱上这座城##安徽旅行##遇见美好##手机摄影##带着微博去旅行# 芜湖·芜湖市滨江公园,0,2,8,,,,,积极,文化遗产
7,4866414974339890,家门口的射手美人王,2023-02-07 07:46:46,200/06915D电显 开往海关大楼 ,0,0,0,,,,,中性,交通出行
7,4865575149113174,琳儿小叮噹,2023-02-05 00:09:36,立春，全家运动起来！绕湖一周每人一万步，有点小累，但身心舒畅！下午叮当钢琴课，课后吃了心心念念的KFC。晚上继续作画，终于把一幅难度颇大的上海海关大楼完成。今天我在钢琴教室拍到一幅非常美的城市落日🌇，愿能与更多的美好不期而遇。 ,0,0,1,,,,,积极,家庭活动
7,4865558241611526,温州租房15857714857,2023-02-04 23:02:25,黎明西路，海关大楼，电梯房，朝南，一室一厅，大房间，精装，随时看房，拎包入住温州#飘在一座城#闲鱼租房温州租房温州身边事温州生活温州#带你看房# 温州·温州海关大楼 温州租房15857714857的微博视频 ,0,0,1,,,,,中性,房产信息
