页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家, 从严治党
22,5031552692258212,法文化贾躍建,2024-05-08 00:25:06,好政治的九大标准 1官员廉洁奉公，无贪腐。2权力规矩，政府守法，无逾权。3司法公正，无冤案。 4政府人员高效精简，办事无推诿。 5民生富足。有差距，亦有保障。 6有领导，无特权，人人平等。 7财政收入透明合理使用，无滥用 8教育开启智慧真善义，不洗脑。 9良法之治。#法治研究第一人非专家##思想原创#,0,3,0,上海,,上海,中国, 廉洁奉公
24,5028168430521060,上海奉贤发布,2024-04-28 16:17:15,【柘林镇海韵社区主题党日“撕纸倡廉洁”，让党员教育“走新”更“走心”】为深入开展党纪学习教育，引导党员干部夯实清正廉洁思想根基、厚植廉洁奉公高尚情怀、培养廉洁自律道德操守，4月25日上午，柘林镇海韵社区党支部开展“撕纸倡廉洁 巧手传清风”主题党日活动，在体验非遗文化的同时接受了一场别样的廉洁教育。,3,0,0,,上海,上海,中国, 廉洁奉公
29,5016126626988203,悟彻本来见如来,2024-03-26 10:47:25,一生正派爱村爱民心装群众愁苦乐于助人笃实谦让可怜英年早逝村民捶胸顿足皆流泪； 半世艰辛任劳任怨胸怀集体兴衰廉洁奉公敬业勤奋痛惜壮志未酬父老呼天抢地共悲伤 ,0,0,0,上海,,上海,中国, 廉洁奉公
30,5013314423229073,上海黄浦,2024-03-18 16:32:44,【车库停车的空档，他居然把手伸进了别人的门把手……】“感谢你们把被盗的现金追了回来，真的十分感谢你们。”近日，市民常先生来到黄浦公安分局淮海中路派出所，将一面印有“一心为民廉洁奉公 雷霆出击破案神速”的锦旗送到民警的手中，并向民警道谢。对此，警方提示：广大车主要提高安全防范意识，养成良好的停车习惯，离开车子时要锁好门窗，尽量避免把贵重物品放在车内。车库停车的空档，他居然把手伸向别人的门把手……（记者 / 邵林峰 瞿煌俊 编辑 / 刘晓静 图片 / 邵林峰 瞿煌俊）@警民直通车-上海 @警民直通车-黄浦,0,0,3,,上海,上海,中国, 廉洁奉公
31,5010719927438370,余不是大钊,2024-03-11 12:43:08,#思政大课# 【思政研究品鉴】晕菜1：我们思政教育为什么先进呢？因为思政教育是党要搞的呀，党是代表先进性的，那我们思政教育肯定也先进咯。这什么神仙三段论逻辑。模仿造句一下：我们干部为什么廉洁奉公呢？因为都是组织部选出来的呀，组织部那么先进廉洁，所以干部肯定先进廉洁，哪会有贪污分子呢？晕菜2：集体主义有三个层次，第一个层次就是从个人和小集体利益出发。原来集体主义的第一个层次是个人主义，这里面可能有辩证法深意呢，表示你中有我，我中有你。嗯，那么个人主义是不是也有三个层次，第一个层次就是从集体主义出发。好像挺深刻呢，您多写几句呀，怎么又没了呢,20,25,150,上海,,上海,中国, 廉洁奉公
32,5008854282666444,鲁国平先生,2024-03-06 09:09:44,网友：两会召开了，我建议提高公务员工资待遇，特别是底层公务员工资，以及对党员群体给予更多的社会优待。公务员太辛苦了，特别是基层公务员，他们扎根基层，付诸自己的青春和汗水，为实现中华民族伟大复兴以及乡村振兴默默奉献着，但是有些公务员工资太低了，特别是那些廉洁奉公的公务员，他们的付出与收获不成正比，他们虽然有权力，但是他们肩上挑着沉甸甸的重担，一点也不敢松懈，却要忍受一些人的批评，他们领着微薄的工资却要忍受一些人的猜忌，他们为人民服务却要忍受一些人的刁难。基于以上现实，我建议提高公务员工资和社会福利，加大对公务员群体的社会关怀，这样才能让公务员群体真真切切能感受到作为人民公仆身上的责任和使命，以便能更好地为人民服务。—-你怎么看？,7,59,128,上海,上海,上海,中国, 廉洁奉公
34,5002146490090869,祁东建国,2024-02-16 20:55:21,周总理一生廉洁奉公 讲武殿的微博视频 ,1,1,4,上海,上海,上海,中国, 廉洁奉公
41,4972641351634460,金彩庄行发布大厅,2023-11-27 10:52:28,#吕桥村邀请“贤城清风”宣讲团成员王英老师开展贤廉讲堂#下午，为深入推进学习贯彻习近平新时代中国特色社会主义思想主题教育，将习近平总书记关于党风廉政建设和反腐败斗争的重要论述落到实处，吕桥村邀请“贤城清风”宣讲团成员王英老师开展贤廉讲堂，通过学习纪委书记吴国天不惧困难、廉洁奉公的生平，使在座全体党员提高了政治站位，受警醒、明底线、知敬畏、能知止，把全面从严治党的责任落到实处，明确始终保持清醒头脑，始终发扬彻底的自我革命精神，始终坚守忠诚干净担当的政治本色的优良的作风。,0,0,1,,上海,上海,中国, 廉洁奉公
42,4970178473363894,李憨憨5573,2023-11-20 15:45:52,这就是我们的Z L 另外，工资不高 也是事实。出身草根，又一直从Z，廉洁奉公，还时时捐款，不太可能有💰。 查看图片,0,2,15,上海,,上海,中国, 廉洁奉公
45,4963768296541637,月隐寒霜,2023-11-02 23:14:07,副市长与女同事发生暧昧，通常都不只是暧昧，而是一种交易，这种交易有时候是政治关系，有的时候是经济关系，还有的时候，是境外组织做出来的局。廉洁奉公的管理层，一般都很谨慎，很少会陷入粉色陷阱。但是，也有一些意志不坚定的人，容易受到这种事情的干扰，然后进一步就堕落了，然后就是受到摆布，进而不是犯罪的路上，就是做了牺牲品，有的还送了命。官场上的粉色烟雾，有的时候，就是政治对手做的局，只不过当事人沉迷于其中，根本就看不出来。简单来说，关于新闻里这件事啊，不可能有真爱的，其他的都是套路。#官方回应副市长与女同事暖昧#,3,0,26,上海,上海,上海,中国, 廉洁奉公
47,4955600217967802,社会科学报,2023-10-11 10:17:05,【厚植廉洁奉公的文化基础】廉洁奉公是中国特色社会主义廉洁文化的价值内核。厚植廉洁奉公的文化基础，注重廉洁文化建设的土壤培育，提升廉洁文化建设的精神内涵，凝聚廉洁文化共识，从而强化廉洁文化力量，促进廉洁文化自觉，使廉洁奉公成为一种文化的力量，渗透到党员干部的头脑中，进而成为党员干部的习惯。这也是党的各级组织贯彻落实中央《关于加强新时代廉洁文化建设的指导意见》的重大任务。#上海学人#,0,0,0,,上海,上海,中国, 廉洁奉公
49,4944376998658570,上海市场监管,2023-09-10 11:00:01,#区局动态#【筑牢服务初心，写好惠企答卷】近日，@黄浦市场监管 瑞金二路所收到辖区企业送来的一面印有“无私奉献细致贴心，一心为民廉洁奉公”的锦旗。2021年始，该企业在辖区内开设上海第二家门店，瑞金二路所干部立足本职，跨前一步，多次上门进行指导，根据小餐饮标准化2.0的要求对店内外环境、从业人员健康状况、餐具消毒、原材料采购、厨房操作等多方面提出整改意见，助力企业规范标准管理升级。同时，监管人员主动解决企业申报年报中遇到的困难，在消费者申投诉处理方面给予指导和帮助，做好服务企业的贴心人，获得企业认可。,198,10,11,,上海,上海,中国, 廉洁奉公
8,5046910125608358,廉洁上海,2024-06-19 09:30:04,【严明党的廉洁纪律 守住拒腐防变防线】廉洁纪律是党的各级组织和全体党员为确保清正廉洁，在从事公务活动或者其他活动中应当遵守的廉洁用权的行为规则，其本质要求是秉公用权，不用公权谋私利。习近平总书记指出，“一个人廉洁自律不过关，做人就没有骨气，做事就没有硬气”，强调要“依法用权、秉公用权、廉洁用权”。新修订的《中国共产党纪律处分条例》（以下简称《条例》）第八章“对违反廉洁纪律行为的处分”，划定党员不可触碰的廉洁底线，引导广大党员拒腐蚀、永不沾，做到心有所戒、行有所止。（中央纪委国家监委网站）网页链接 严明党的廉洁纪律 守住拒腐防变防线,1,0,1,,上海,上海,中国, 廉洁自律
13,5045183682971797,奉贤青村,2024-06-14 15:09:48,端午，是中华民族的传统节日，它承载着我们对爱国诗人屈原的缅怀，也寄托着我们对美好生活的向往和追求。这次活动更好地促进大家树立廉洁意识、养成廉洁行为，在工作和生活中积极践行廉洁自律，#形成良好的道德风尚# 。 ,0,0,0,,上海,上海,中国, 廉洁自律
13,5045183525162876,奉贤青村,2024-06-14 15:09:10,抢答的题目涵盖党纪国法、廉政文化、反腐倡廉案例等方面的内容。通过参与活动，人们可以更深入地#了解廉洁自律的重要性# ，增强对腐败行为的识别和防范能力。 ,0,0,0,,上海,上海,中国, 廉洁自律
23,5043287009003835,上海纺织博物馆,2024-06-09 09:33:05,党建专栏｜上海纺织博物馆举办党纪学习教育专题党课为推动党纪学习教育走深走实，提升党员干部廉洁自律意识和拒腐防变能力，引导党员干部学纪、知纪、明纪、守纪，6月7日下午，上海纺织时尚产业发展有限公司党委书记、执行董事朱伟明和上海纺织博物馆党支部书记段玲为博物馆员工讲授党纪学习教育专题党课，深化以案明纪、以案为鉴、以案促改，为纺博馆高质量发展提供坚强纪律保障。      上海纺织时尚产业发展有限公司党委书记、执行董事朱伟明在党课《学纪正思 知纪自省 明纪畏矩 守纪笃行》中提出，要深刻领会开展党纪学习教育的重大意义、准确把握《条例》修订的主旨要点、着力增强《条例》落实的行动自觉。朱书记结合东方国际集团、时尚公司、纺博馆工作实际情况，重点讲解了《条例》修订的主要内容，通过学习体会、经历感悟与典型案例分析等几个方面，深刻阐述了政治纪律、组织纪律、廉洁纪律、群众纪律、工作纪律、生活纪律的内涵，强调了学习掌握《条例》内容的紧迫性和重要性，为党员干部敲响纪律“警示钟”，注入清廉“强心剂”，增强防腐“免疫力”。朱书记进一步提出，新征程上，每一名党员，每一名员工，都要真正把遵规守纪刻印于心，外化为行，勇于担当，积极作为，以实际行动不断夯实党组织战斗堡垒，切实把党纪学习教育成果转化为纺博馆高质量发展实效。     上海纺织博物馆党支部书记段玲以《强化纪律意识 增强守纪自觉》为题，立足纺博馆实际，充分发挥典型案例指导作用，从《中国共产党纪律处分条例》导读、从讲政治的高度抓实党纪学习教育、不断提高政治站位严守政治底线、违规违纪违法的解析、危害和预防等方面进行了深入细致的剖析。段书记指出，首先要加强党性教育，提高党员干部的政治觉悟和道德水平；其次落实党风廉政建设责任制，构建良好政治生态；最后强化监督执纪问责，严肃查处违纪违法行为，不断推动全面从严治党向纵深发展。段书记进一步强调，要深刻认识加强党的纪律建设的重要性必要性，增强开展党纪学习教育的积极性主动性，以高度政治自觉增强纪律意识，严明纪律规矩，强化全面管理和持续监督。     党纪学习教育开展以来，上海纺织博物馆紧扣学习重点，丰富学习形式，通过专题报告、集中学习，交流研讨等形式，持续推动党纪学习教育走深走实，在深学上下实功，在思想上淬炼。持续推动遵规守纪与强化履职尽责同步发力，推动党纪学习教育和纺博馆工作两手抓，两促进，真正把纪律规矩融入日常，抓在经常，落在平常，实现入脑入心，见行见效。让广大党员干部做到铭记红线底线，保持作风正派，坚守清正廉洁，自觉做到知敬畏、存戒惧、守底线，始终保持忠诚、干净、担当的政治本色。上海纺织博物馆党支部及全体党员将继续以高度的思想自觉、政治自觉和行动自觉，高标准高质量开展党纪学习教育，切实以更加坚定的信念、更加务实的作风、更加饱满的热情投身到纺博馆高质量发展的实践中去，努力创造经得起历史和时代检验的发展实绩。,0,0,0,,上海,上海,中国, 廉洁自律
26,5042653278504162,奉贤档案,2024-06-07 15:34:52,为扎实开展党纪学习教育，进一步增强党员干部廉洁自律意识，强化警示教育，筑牢拒腐防变思想根基，5月17日下午，区档案局党支部组织全体党员干部观看警示教育片《持续发力 纵深推进》。 ,0,0,0,,上海,上海,中国, 廉洁自律
28,5042369296600131,隐形暴力的痕迹,2024-06-06 20:46:26,卢象昇诠释了在乱世中保持廉洁自律，坚持原则有多难，看到他最后的战斗，为他惋惜。 ,0,0,0,上海,,上海,中国, 廉洁自律
34,5038430779607400,奉贤青村,2024-05-26 23:56:10,会上，与会人员集体#阅看忏悔录# ，以案示警，切实增强廉洁自律意识，筑牢拒腐防变的思想防线。 ,0,0,0,,上海,上海,中国, 廉洁自律
34,5038430512481854,奉贤青村,2024-05-26 23:55:06,会议指出，要#以案为戒# ，提高政治站位和自律意识。各位党员干部要通过反面典型吸取教训，举一反三、自省自警，把“写在纸上的教训”变成“立在面前的镜子”，不做“案中事”、不当“案中人”，守住“底线”、不碰“红线”，永葆清正廉洁的政治本色。 ,0,0,0,,上海,上海,中国, 廉洁自律
35,5037950548839321,清风hong2,2024-05-25 16:07:54,年轻干部是党和国家事业的接班人，肩负着重要的历史责任和时代责任。但根据近年来曝光的相关案例和数据，年轻干部“前脚刚踏上仕途，后脚就走入歧途”的案例常有发生，年轻干部在廉洁自律等方面仍存在不足。因此习近平总书记多次强调，年轻干部要时刻自重自省，自觉净化“三圈”，做有原则、守底线的“干净人”。年轻干部要牢记“克己之心”，净化“社交圈”。在如今高速发展，物欲横流的时代，从象牙塔到机关里，年轻干部会受到很多的诱惑和冲击，甚至有时候可能思想上会有所动摇。这个时候就要求年轻干部要将政治学习和道德修身作为持之以恒的人生课题，以“克己”之心对“社交陷阱”进行“物理隔绝”，千万不要高估自己的定力、迷信自己的能力。能不参加的“拉关系”活动就不要参加，能不赴约的“小圈子”饭局就不要赴约。这也并非要求年轻干部活在“真空”里，而是把握好社交尺度，保持社交有原则、有规矩。有所为有所不为，特别是政商关系既不能边界混淆、失去分寸，导致亲而不纯、亲而无间；更不能完全对立、割裂对待，致使清而不交、清而不为。年轻干部要常怀“警醒之心”，净化“生活圈”。习近平总书记高度重视家教家风建设。但我们从查处的违纪违法案件中却发现有“全家腐”的问题，有些是自己不正，带坏了亲属子女而；有些是经不住“枕边风”、“膝下雨”，被亲属子女拖下水。家教家风建设并非一日之功，需要年轻干部时常提醒，严加管束，切实管好自己的家人和亲属，让家庭成为人生幸福的港湾、廉洁从政的坚实屏障，教育家人不为情所左右，不为利所诱惑，防止别有用心的“围猎者”把亲戚和家人当作突破口。崇德治家、廉洁齐家、勤俭持家，是每一个年轻干部在生活中的追求，唯有如此才能以醇正的家风涵养清朗清正清明的党风政风社风。年轻干部要坚守“慎独之心”，净化“朋友圈”。根据近年查处的违纪违法案件来看，许多都披着人情往来的外衣，打着老乡、同学、战友等旗号，像“温水煮青蛙”，不知不觉使“朋友圈”变成了“包围圈”，让“小圈子”织成了“大圈套”。相信很多年轻干部在读书期间和工作初期结交的朋友都还是比较单纯、善良的“益友”，但随着年龄尤其是职务的提升，会有更多人进入年轻干部的朋友圈。但其中未必都是“诤友”“益友”，甚至不乏“损友”。所谓“无友不如己者”，即是指不和自己志向不同的人交朋友，也是指年轻干部结交朋友要慎之又慎，注重对方的品行和修养，不向“下”发展，远离“损友”。习近平总书记强调，年轻干部健康成长关系党和人民事业后继有人，因此必须高度重视。广大年轻干部要坚定理想信念、锤炼品德、增强本领，紧紧抓住青年岁月干事创业的大好时机，以“三心”净化“三圈”，规划无愧于时代的人生蓝图，以实干担当凝聚起团结奋进的青春伟力。,0,0,0,上海,上海,上海,中国, 廉洁自律
41,5035375290487247,金汇资讯,2024-05-18 13:34:45,#主题党日活动# 【雅苑社区党支部结合党纪学习教育开展“深化党纪学习 强化廉洁自律”5月主题党日活动】5月17日下午，雅苑社区党支部结合党纪学习教育开展“深化党纪学习 强化廉洁自律”5月主题党日活动，本次活动共有三项议程：一、党支部书记刘少蕊带领党员集中学习《中国共产党纪律处分条例》并进行交流；二、组织党员前往沈家花园参观，通过现场讲解员的介绍了解南桥源的建设情况；三、组织支部党员前往南桥镇沈陆村忆红居·红色主题馆进行参观学习，缅怀革命英烈丰功伟绩。,0,0,0,,上海,上海,中国, 廉洁自律
50,5029241307269030,廉洁上海,2024-05-01 15:20:29,#廉洁上海# 【常掸心灵灰尘 加强廉洁自律】请戳→网页链接 廉洁上海的微博视频 ,0,0,1,,,上海,中国, 廉洁自律
14,5017015922458724,夕永慕华,2024-03-28 21:41:09,思想政治教育 　“心有所畏，方能言有所戒、行有所止。”习近平总书记强调，要自觉做良好政治生态的有力促进者，发扬彻底的自我革命精神，节俭朴素、谦逊低调，坚决反对形式主义、官僚主义，坚决反对特权思想和特权行为，永葆共产党人清正廉洁的政治本色。这明确了年轻干部的从政准则——廉洁自律。政治生态和自然生态一样，稍不注意，就很容易受到污染。做好各方面工作，必须有一个风清气正的良好政治生态。年轻干部要正心明道、怀德自重，不断筑牢抵制歪风邪气的思想根基，高度警惕各式各样的“围猎”“腐蚀”，保持反躬自省的自觉、如临如履的谨慎、严管严治的担当，做一个一心为公、一身正气、一尘不染的人。,0,0,0,上海,,上海,中国, 廉洁自觉
15,5013593327665887,廉洁上海,2024-03-19 11:01:00,【#方圆谈#  如实报告个人事项检验对党忠诚】领导干部报告个人有关事项，如实准确向党组织作汇报、亮家底，是加强权力制约与监督、推动领导干部廉洁自律的必然要求，也是衡量党员干部纪律意识、规矩意识的重要标尺。从现实案例看，领导干部进一步增强如实报告个人有关事项的政治自觉、各级党委（党组）进一步加强领导干部个人事项报告情况核查，非常必要。（中央纪委国家监委网站）网页链接,0,0,0,,上海,上海,中国, 廉洁自觉
17,5002434548073712,廉洁上海,2024-02-17 16:00:00,#廉洁上海# 【学习贯彻市纪委全会精神 | 驻上海农商银行纪检监察组：以有力有效监督推动驻在银行全面从严治党工作向纵深发展】驻上海农商银行纪检监察组认真学习二十届中央纪委三次全会、十二届市纪委三次全会精神，紧密结合驻在单位实际，自觉把全会决策部署转化为具体行动，进一步发扬自我革命精神，以饱满的精神状态深入具体地抓好监督正风肃纪反腐各项工作，以有力有效监督推动驻在银行全面从严治党工作向纵深发展。学习贯彻市纪委全会精神 | 驻上海农商银行纪检监察组：以有力有效监督推动驻在银行全面从严治党工作向纵深发展,0,0,0,,上海,上海,中国, 廉洁自觉
2,5046354667377987,影视音乐盛典,2024-06-17 20:42:52,#孙楠歌曲串烧含金量# #孙楠金曲串烧舞台听爽了# 时代榜样歌手@孙楠 在OST盛典上演唱了电影《建国大业》的主题曲《追寻》，以及《不见不散》电影同名主题曲。他的歌声，是力量与情感的完美结合，是经典与现代的桥梁。OST盛典和孙楠一起追寻那些动人的故事！#影视音乐盛典# 影视音乐盛典的微博视频 ,24,62,564,上海,,上海,中国, 建党伟业
5,5034227810438774,戳歪歪的小窝窝,2024-05-15 09:35:04,老师，我们家杨洋也演过《建党伟业》 ,0,0,1,上海,上海,上海,中国, 建党伟业
6,5031686113594817,南桥镇政府,2024-05-08 09:15:16,#观影活动#【南桥镇古华一居开展观影活动】近日，南桥镇古华一居开展观影活动，组织小区居民共同观看《建党伟业》。通过播放电影的形式，进一步丰富居民们的精神文化生活，同时也为他们搭建了沟通的桥梁，增进邻里之间的情感交流。 ,0,0,1,,上海,上海,中国, 建党伟业
6,5031516904362441,Cindy微笑2011,2024-05-07 22:02:54,今有中华英才齐聚画舫，泛舟湖上共商建党伟业，开启中华民族伟大复兴之航程。 ,0,0,0,上海,上海,上海,中国, 建党伟业
10,5024506890158865,别叹气ovo,2024-04-18 13:47:36,《建党伟业》看得我热血沸腾 ,1,0,0,上海,,上海,中国, 建党伟业
11,5023853434899905,上图历史文献中心,2024-04-16 18:31:00,#初心之地#1920年毛泽东旧居1920年，对于中国共产党来说是重要的一年。这一年，陈独秀、李大钊等人的建党伟业已经呼之欲出，也是在这一年，27岁的毛泽东第三次来到上海，在不到两个月的时间内，完成了向马克思主义者的转变。位于安义路63号的1920年毛泽东寓所旧址，就是这一伟大历史节点的见证地。1920年4月11日，毛泽东作为请愿团代表，离开北京经天津、济南、曲阜、南京等地，于5月5日到达上海，居住在哈同路民厚南里29号（今安义路63号）内。在上海，毛泽东遍访师友，并且考察了当时上海的革命活动，展开了自己独特的思考。上海众多经历中，最宝贵的莫过于他与陈独秀的交往，这对毛泽东产生了重大影响。多年以后，毛泽东对美国记者斯诺回忆道：“我第二次到上海去的时候，曾经和陈独秀讨论我读过的马克思主义书籍。陈独秀谈他自己的信仰的那些话，在我一生中可能是关键性的这个时期，对我产生了深刻的印象。”1920年7月初，毛泽东离开上海，回湖南继续革命。经过在上海的种种经历和思考，毛泽东已经成为一名成熟而坚定的马克思主义者。1959年5月，旧居由上海市人民委员会公布为上海市文物保护单位。1977年12月，该处作为“上海安义路-毛主席旧居”，由上海市革命委员会公布为上海市文物保护单位。1985年1月，由上海市人民政府更名为“一九二O年毛泽东寓所旧址”。,3,0,2,上海,上海,上海,中国, 建党伟业
13,5017369399527984,邢开尔思密达,2024-03-29 21:05:46,今天二刷了建党伟业！我还是更喜欢建军伟业嘎嘎 明天如果可以看电影 我想看士兵突击 ,0,0,2,上海,,上海,中国, 建党伟业
14,5013171211601736,JayCathyyy,2024-03-18 07:03:40,领悟红船精神 巩固建党伟业 ,0,1,2,上海,上海,上海,中国, 建党伟业
22,4970139356499018,红茶魔术猫,2023-11-20 13:10:26,建党伟业的编剧是在五代十国复刻八路军的起点网文作家，但是这样的自干五在主旋律影视圈吃不开，你觉得问题是出在哪,27,12,80,上海,上海,上海,中国, 建党伟业
28,4937164959518789,奉城聚焦,2023-08-21 13:21:57,党建引领 观看红色电影 #让红色文化惠民走“新”更走心# 为丰富村民精神文化生活，进一步厚植爱国主义情怀，8月18日上午，联民村组织村民观看红色电影《建党伟业》。 党建引领 观看红色电影 让红色文化惠民走“新”更走心 ,0,0,0,,上海,上海,中国, 建党伟业
35,4889770750643313,想juju,2023-04-12 18:34:17,王栎鑫怪不得会在《建党伟业》里出镜，可以说真的是正气，国泰民安的一张脸啊。这种绝对是爸爸妈妈叔叔阿姨也会喜欢的类型欸 ,7,25,77,上海,上海,上海,中国, 建党伟业
37,4856683745247684,观网文娱,2023-01-11 11:18:19,#导演何平去世#1月10日，据中国电影导演协会消息，著名电影导演、监制、中国电影导演协会前秘书长何平因病去世，享年65岁。何平代表作品有《双旗镇刀客》《炮打双灯》等，还曾担任《甲方乙方》《不见不散》等片监制；曾出演《建党伟业》《大腕》等电影。何平是中国第五代导演的重要人物之一，他的影片重视视觉影像的设计，艺术地呈现东西方观众均可接受的故事，把观众的观影过程变成视听的享受过程，从而使他们去体验和感悟电影的魅力。,12,0,6,,上海,上海,中国, 建党伟业
41,4799877350164916,上海杨浦,2022-08-07 17:10:00,#小杨带你看新闻# 【乘一辆巴士穿越百年，感受红色上海~】上海是一座有着丰富红色资源的城市，行走其间，常常转角就能遇见一段动人故事，当历史照进现实会碰撞出怎样的火花？最近，上海影视乐园以“沉浸式互动演绎”为主题，打造了2.0版“初心号”红色巴士。作为《1921》《觉醒年代》《建党伟业》等众多经典红色影视作品的取景地，上海影视乐园将影片中的场景转化为红色巴士课堂，分布在“初心号”沿线8个站点，每一站都承载着不同的红色历史记忆。,0,0,1,,上海,上海,中国, 建党伟业
43,4765520060219567,倒流的淚滴,2022-05-04 21:46:23,井柏然 央视新闻发布的百部电影混剪中，看到井柏然参与演出的电影有三部：建党伟业 攀登者 后来的我们 原博➡️网页链接 ,1,3,19,上海,上海,上海,中国, 建党伟业
2,5048946991039099,Sage_贤者时刻,2024-06-25 00:23:50,#海信吐球大会##Hi世界第二杯# 🎉🎉🎉在欧洲杯的热情浪潮中，球场上的每一脚传球、每一次射门都牵动着无数球迷的心。在这举世瞩目的赛场上，有一位球星让我无法移开视线——克里斯蒂亚诺·罗纳尔多，我们亲切称之为C罗。在他的带领下，葡萄牙队展现出了无与伦比的团队精神和战斗力。⚽⚽⚽岁月流转，C罗已不再年轻，但他对足球的热情和奉献从未减退。在对阵土耳其的比赛中，C罗不仅以一己之力带动球队前进，更在关键时刻展现了他的无私精神。当比赛进行到紧张关头，他选择了助攻而非个人射门得分，这一行为深深触动了我。这不仅仅是一次普通的助攻，而是体现了一个伟大球员的胸怀与团队意识。看到C罗在场上奔跑的身影，我仿佛看到了时间的流转和岁月的沉淀。在这个年纪，他仍旧为葡萄牙国家队征战，这份坚持和执着，是对足球最深沉的爱。他的每一次触球，都在诉说着对这项运动不变的热爱和对胜利无限的渴望。通过#海信吐球大会##Hi世界第二杯#这个平台，我想分享我的感慨：C罗，这位足球场上的传奇人物，用他的汗水和努力诠释了什么是真正的足球精神。他不仅是葡萄牙的骄傲，也是世界足坛的宝贵财富。每当看到他在球场上的奋斗，我都能感受到一种力量，那是超越比赛胜负的，对于梦想和热爱的不懈追求。让我们带着这份感动和敬意，继续关注欧洲杯，关注每一位像C罗这样为梦想拼搏的球员。他们的故事，将永远激励着我们每一个人，无论在生活的哪个领域。,0,0,1,上海,上海,上海,中国, 战斗精神
8,4778134630826529,揍布朗,2022-06-08 17:12:11,著名的左派领袖—法国的索列尔，在1905年前后开始宣传，通过一小群具有高度纪律性的“无产阶级”所发动的全面罢工，可以推翻资本主义。意大利和日本的罢工事件确实推翻了既存的秩序，可是赢家都不是无产阶级。在意大利，赢家是墨索里尼的法西斯政党，在日本赢家是军队里的法西斯分子。手法很快被模仿。主张禁酒的人虽然已经在美国活动了几十年，但从未获得大众支持。他们改变策略，开始组成有组织、有纪律的少数团体，完全根据公职候选人对禁酒问题的立场，决定对其支持与否，最后，禁酒运动组织因此取得权力。在改用群众运动的策略以后，1919年迫使美国国会通过了禁酒令。——《管理新现实》,0,0,0,上海,上海,上海,中国, 无产阶级纪律
2,5049084662515150,伤春惜秋,2024-06-25 09:30:54,#中山街道6月新时代文明实践活动#蓝天一村居民区新时代文明实践站开展“贴心便民暖人心 服务群众零距离”为民服务活动 ,0,0,0,上海,上海,上海,中国, 服务群众
9,5048191913296188,信赖的赖ljl,2024-06-22 22:23:25,道德是一个很矛盾的词，它是为了更好维持人类繁衍生息大家都默认的行为准则，但是有时它也充满着攻击性。在刘鄂的老残游记中就描述了“廉官之恶”，这些人自诩清廉，总以自己的道德标准强加在他人之上，最后造成的恶不亚于巨贪…美国南北战争中，北方觉得南方蓄奴不道德，南方以北方剥削工人不道德。北方觉得南方想脱离联邦不道德，南方觉得北方剥夺自己的自由不道德……双方都拿着道德武器互相攻击，最终以六十几万人的性命为代价收场……令人担忧的是，未来的美好是否对得起目前所受的苦难。这个时候就体现出林肯作为杰出zz家的作用了，战后没有审判，没有惩罚，兄弟俩握手言和。确立了著名的民有、民治、民享的准则。这可能是这场战争留给世界人民最宝贵的财富吧～,0,0,0,上海,,上海,中国, 清廉
19,5047351540711843,9nonoo,2024-06-20 14:44:04,因为薛县令哭了好几次 看不得一生清廉的人被欺负成这样 ,1,0,0,上海,,上海,中国, 清廉
19,5047348471005600,亦飞书斋,2024-06-20 14:31:52,风雨依然见葱茏， 莲荷毕竟韵不同。 来朝多少清廉句， 浸透江南云雾中。      一一《偶成》#莲荷# 亦飞书斋的微博视频 ,14,11,16,上海,上海,上海,中国, 清廉
22,5047017095827939,纳兰萌梦,2024-06-19 16:35:07,#我为学校赢莲子#包拯——铁面无私的包公 包拯是中国历史上著名的廉洁官员之一，被誉为“包公”。他以清廉公正、铁面无私而著名，任职期间坚决惩治贪污腐败，不畏权贵，为百姓伸张正义。传说他曾在堂上放置一块铁板，上书“无私”二字，以示自己的廉洁决心。 ,0,1,0,上海,上海,上海,中国, 清廉
23,5046983687145776,双手一摊开摆,2024-06-19 14:22:22,#我为学校赢莲子#刘宠是东汉贤臣，清廉朴素，他任会稽太守时，人民生活贫苦、饱受欺压，不少山民从小到老都没有进过集市城镇。刘宠上任后扫除了烦琐的规章制度，禁止部属扰民，使得整个社会秩序井然，百姓安居乐业。后来，刘宠升职入京，多位乡里德高望重的老人特意给他送行，并捧着百钱要送给他。 刘宠深受感动，但坚决不接受，盛情难却之下，只好从中挑了一个留作纪念。因此，被后人称为“一钱太守”。,0,1,0,上海,上海,上海,中国, 清廉
27,5046660495575469,精分的韭皇,2024-06-18 16:58:07,#我为学校赢莲子 话题进入活动专题#我以清廉之心，行走在职场的每一寸阳光。 ,0,0,0,上海,,上海,中国, 清廉
