页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,打卡记录监督
46,5021971993854516,我们安静点-,2024-04-11 13:54:50,凭什么实施校园欺凌校园暴力的人可以安稳快活地活着而只留下受害者及其父母承受痛苦，我祝那些坏人都不得好死🙃 ,0,0,0,广东,清远,广东,中国,校园欺凌
46,5021955584167807,文明新乡官微,2024-04-11 12:49:37,#文明新乡##杜绝校园暴力#【杜绝了校园欺凌 保证了孩子身心健康！】新乡一寄宿学校的课后校园生活丰富多彩，整个班级都充斥着欢声笑语。#校园霸凌#  网信新乡的微博视频 ,0,0,0,,新乡,河南,中国,校园欺凌
46,5021940712476032,法治成都,2024-04-11 11:50:32,#八五普法动态#  【金牛区开展法治校长进校园暨“法妞妞校园行”活动】为进一步维护青少年合法权益，切实增强青少年法治意识和自我保护能力，预防校园欺凌发生，4月10日下午，金牛区司法局走进成都第八中学，开展法治校长进校园暨“法妞妞校园行”活动。 #学法筑基 法育未来#  @法治金牛  金牛区开展法治校长进校园暨“法妞妞校园行”活动,0,21,21,,成都,四川,中国,校园欺凌
46,5021939321537011,暖心精句,2024-04-11 11:45:00,《少年的你》上映了，让人不自觉就想到这次《未成年人保护法》的大修：就这两天，我们终于有了校园欺凌有关方面的法律。这是除了禁止暴力虐待戒网瘾被写进未成年人保护法之外，另一项很让人振奋的法律草案。里面增加了很多学生欺凌及校园性侵的防控与处置措施。为了避免未成年人遭受性侵害、虐待、暴力伤害等侵害，修订草案还创设了密切接触未成年人行业的从业查询及禁止制度。我不知道是多少事件推动了这项大修。也许大大小小的欺凌事件，每一次得不到结果的控诉，被欺凌过的每一个学生，评论区愤怒的声音，都是推动这次大修的一点力量。感觉电影在这个时候上映，意义重大。故事被搬到荧幕上，也许会让社会、让家长、让老师都看到，这样的事件正发生在各个角落，这些事会让一些人想到就忍不住战栗，也可能会直接改变一个少年的人生轨迹。直到，我们都不得不直面这个问题为止。被欺凌的人可以不再躲起来，“先不要张扬，眼前的伤，安安静静，不要说话”。欺凌别人的人也能有所忌惮，因为惩罚有例可循。第一步最难。——好在已经迈出去了。,0,0,1,广东,深圳,广东,中国,校园欺凌
46,5021934897070850,启东市公安局,2024-04-11 11:27:25,"为进一步增强平安校园建设，全力预防校园欺凌事件发生可能。近日，我局组织民警深入辖区校园开展安全专题宣讲活动。期间,民警充分结合典型案例，运用通俗易懂的图文，以校园欺凌为主题，围绕网络安全、自我保护、校园暴力应对以及未成年人犯罪预防等方面进行深入讲解，引导学生树立正确的人生观和价值观，在遇到校园欺凌现象时，要善于拿起法律武器，敢于向各类校园欺凌行为说“不”。此次宣讲，切实增强未成年人的自觉守法意识以及自我保护意识，进一步筑牢了校园“安全屏障”。@平安江苏@江苏政法",0,0,0,,南通,江苏,中国,校园欺凌
46,5021929318384687,超级玲珑宝,2024-04-11 11:05:15,路过小胖子小学门口，小孩打人，双方父母在校门口协商解决，被打小女孩父母要求打人小女孩诚恳道歉，打人小孩母亲态度挺好，小女孩似乎不太服气。校园欺凌任重而道远。 ,0,0,0,广东,深圳,广东,中国,校园欺凌
46,5021929003811660,宿州检察,2024-04-11 11:04:00,【当漫画映射进现实，我们都不再是旁观者】抵制校园欺凌，让每个孩子都沐浴在法治的阳光下。告诉孩子们既不要做施暴者，也不要做受害者，让我们共同努力，对校园欺凌说不！#别让校园欺凌成为童年的一道疤# @云南政法 @麒麟警方 @罗平警方 @曲靖市麒麟区委政法委平安曲靖的微博视频 ,0,1,0,,宿州,安徽,中国,校园欺凌
47,5021928932772020,宿州检察,2024-04-11 11:03:43,普法课堂超话【远离校园欺凌系列：当孩子遭遇欺凌，家长该怎么做？】不论学生欺凌是以何种方式被发现，解决问题才是关键。因为解铃还须系铃人，而父母是孩子的最大依靠和底气，所以被欺凌孩子家长的反应和做法，对于解决问题至关重要。本期《红萍说法》聚焦被欺凌孩子家长的做法。赣榆检察在线的微博视频 ,0,1,0,,宿州,安徽,中国,校园欺凌
47,5021927349420785,我是律师的朋友,2024-04-11 10:57:26,#向校园霸凌说“不”！##律师说法# 这些行为都是校园霸凌！愿所有童年和青春都能被温暖对待。本宣传视频是自家孩子所在市东实验学校的同学们倾情出演。校园霸凌（学生欺凌）是指在校园内外、学生之间，一方（个体或群体）单次或多次蓄意或恶意通过肢体、语言及网络等手段实施欺负、侮辱，造成另一方（个体或群体）身体伤害、财产损失或精神损害的行为。校园霸凌是一个复杂的社会问题，涉及到未成年人的身心健康和法律责任。根据《未成年人保护法》和教育部等部门的相关规定，校园霸凌包括但不限于肢体攻击、语言侮辱、网络欺凌等形式。这些行为不仅对受害者造成直接的身体和心理伤害，还可能对其学业、人际关系和未来发展产生长远的负面影响。法律层面上，对于校园霸凌行为，我国已有明确的法律规定和处罚措施。例如，《中华人民共和国刑法》对故意伤害、敲诈勒索、寻衅滋事等可能由校园霸凌行为构成的犯罪设有相应的刑事责任。此外，教育部门和学校也被要求建立健全防治学生欺凌的工作机制，包括预防教育、事件处理、心理干预等措施。对于校园霸凌的预防和干预，需要家庭、学校和社会的共同努力。家长应加强与孩子的沟通，培养其正确的价值观和解决问题的能力；学校应加强法治教育和心理健康教育，建立完善的监测和干预机制；社会各界也应关注和支持校园霸凌的防治工作，共同营造一个安全、健康的成长环境。@警民直通车-上海  @警民直通车-杨浦 #拒绝校园霸凌# ，我们一起努力！via： 警民直通车-杨浦的微博视频,5,0,1,上海,上海,上海,中国,校园欺凌
47,5021924768612706,萧县发布,2024-04-11 10:47:10,#部门资讯#【萧县司法局开展普法宣传进校园活动】为进一步增强学生的法治观念和自我保护能力，积极引导未成年人自觉守法，助力预防校园欺凌，推进平安校园及法治校园建设，近日，萧县司法局联合萧县教体局先后到新庄中学、青龙初级中学、祖楼初级中学、祖楼刘其中学开展普法宣传活动。活动中，宣讲人员为同学们讲述了何为欺凌，如何避免欺凌以及遇到了欺凌该如何去做，让同学们对校园欺凌及其法律保护有了进一步认识，学会了如何预防、避免、应对“校园欺凌”，敢于向校园欺凌说“不”，有效预防违法犯罪。,0,0,0,,宿州,安徽,中国,校园欺凌
47,5021919875432710,临汾政法,2024-04-11 10:27:43,#保护少年的你# 【临汾浮山县公安局开展“防校园欺凌”系列活动】为有效提高浮山县在校学生安全防范意识和自我保护能力，从源头上预防和减少校园暴力事件发生，浮山县公安局安排部署关于预防校园欺凌工作。要求把握关键、细化举措，强化线索摸排，开展宣传教育，指导学校各类应急演练，化解涉校矛盾纠纷。@中国长安网 @山西政法 @浮山政法  临汾浮山县公安局开展“防校园欺凌”系列活动,0,0,0,,临汾,山西,中国,校园欺凌
47,5021915380714381,法治中原,2024-04-11 10:09:52,#法治文化基层行##法治中原#近日，商丘市梁园区青年普法志愿者到第二回民小学开展“防欺凌安全教育主题活动”，为社区青少年们筑牢校园安全的“防护墙”。活动中，志愿者结合近期发生的校园欺凌事件，以案释法，向学生们详细介绍了什么是校园欺凌，校园暴力给学生身心带来哪些危害以及当遭遇了校园欺凌我们该如何正确使用法律武器保护自己等，从思想上、行动上引导学生坚决抵制校园欺凌，呼吁同学们不做“ 欺凌者”，不做“受害者”，也不做“旁观者”，同时希望每一位在校生从我做起，坚定勇敢地向校园欺凌说“不”，坚决反对校园欺凌现象。,0,0,0,,郑州,河南,中国,校园欺凌
47,5021915171788139,翠屏发布,2024-04-11 10:09:02,【合江门街道钟鼓楼社区 开展防校园欺凌志愿服务活动】  为进一步加强校园文明建设，提高学生对校园欺凌的认识，培养学生的安全意识和自我保护能力。近日，合江门街道钟鼓楼社区携手合江门派出所以“守护花朵，共筑和谐”为主题，一起走进中山街小学开展关注儿童安全、预防校园欺凌宣传活动。活动中，合江门派出所警官用通俗易懂的语言为同学们讲解了校园欺凌的范围、危害及预防方法。随后，警官用真实的校园欺凌案例分析，让师生们深刻认识到校园欺凌的严重性。通过警官的讲解，师生同步增强了预防校园欺凌的意识。据悉，近年来，合江门街道高度重视未成年人保护工作，利用各社区新时代文明实践站多形式开展保护未成年人、预防校园欺凌宣传活动12场次，参与人员共计500余人。防止校园欺凌需要社会的共同努力和关注，携手共建一个安全、和谐、友善的校园环境，让学生快乐学习、健康成长。网页链接,0,1,0,,宜宾,四川,中国,校园欺凌
47,5021914914886411,法治中原,2024-04-11 10:08:01,#法治文化基层行##法治中原#法治文化基层行#   近日，汝州市法学会组织青年普法志愿者走进汝州市外国语高级中学开展以“学法守法用法 自信自立自强”为主题的普法讲座活动。活动中，志愿者围绕近期有关校园欺凌的热点话题，从“法网恢恢疏而不漏，莫存侥幸心理”“主动学法、自觉守法、善于用法”“要有不欺负人的教养，不受人欺负的气场，自信自立自强”等三个方面，采取“典型案例+法条解析”的方式，向学生讲解校园欺凌可能会涉及行政处罚、刑事处罚的严重后果，强调刑事责任年龄的规定、认定及处理情况。同时，引导同学们规范自身行为，不做校园欺凌的受害者、霸凌者和冷眼旁观者，在遭受不法侵害时，要学会运用法律武器维护自身的合法权益。此次活动，共发放《民法典》《送法进校园》《给女孩子的一封信》等普法宣传资料2000余份。,0,0,0,,郑州,河南,中国,校园欺凌
47,5021914093585182,马老师微博,2024-04-11 10:04:45,赋权型性教育早安 性教育每日一句：在应对校园欺凌的过程中，我们可以教育孩子善良和包容，但是对故意的重复的恶与伤害，如果一味忍让，无疑就是对恶的纵容。 ,0,0,0,四川,成都,四川,中国,校园欺凌
47,5021911241984571,华州警方,2024-04-11 09:53:25,【华州公安：竭“警”所能 护苗成长】为进一步增强学生法治观念，预防校园欺凌和未成年人犯罪，推进平安校园、法治校园建设，4月8日，华州公安杏林派出所在辖区城关初级中学开通了“护苗信箱”并进行“反校园欺凌”法治宣传活动。“护苗信箱”带着保护青少年的使命来到校园，它是同学们的维权小助手，如果有同学遇到家庭暴力、校园欺凌等情况，在没有勇气与家长、老师沟通的情况下，可以通过信箱进行举报和求助，同时我们在学校配备了一名专职民警，负责定期开箱查收来信，并严格遵循保密原则，第一时间上报处理相关问题线索，及时维护同学们的合法权益。,0,0,0,,渭南,陕西,中国,校园欺凌
48,5021633274447660,静海检察,2024-04-10 15:28:53,#别让校园欺凌成为童年的一道疤#【法护“未”来，向校园欺凌说不！】校园欺凌，是指发生在学生之间，一方蓄意实施欺压、侮辱，造成另一方人身伤害、财产损失或者精神损害的行为。面对校园欺凌，学生不仅要遵纪守法，不做霸凌者，更要学法用法，避免成为受害者。  来源：CCTV今日说法的微博视频  CCTV今日说法的微博视频,2,35,43,,天津,天津,中国,校园欺凌
48,5021901581189618,香港文匯網,2024-04-11 09:15:01,发布了头条文章：《2024年4月11日（周四）早安香港》 1.香港戏院商会公布，4月21日为“全港戏院日”，全港63间戏院划一票价30元，上映电影超70出。2.教育局将于今年5月增设校园欺凌一站式热线及网上辅导服务。3.运输署公布，将于明日起邀请有兴趣人士申请的士车队牌照，车队可就预订行程自订收费。首批拟发出最多5个的士车队牌照。网页链接 2024年4月11日（周四）早安香港,0,0,4,,,香港,中国,校园欺凌
48,5021898855416395,滁州普法,2024-04-11 09:04:12,普法进校园 | 预防校园欺凌 法治护航成长 普法进校园 | 预防校园欺凌 法治护航成长 ,0,0,0,,滁州,安徽,中国,校园欺凌
48,5021897182678754,鹤岗中院,2024-04-11 08:57:33,#普法宣传#【你成长，“法”护航！法治副校长上好“开学第一课”】近日，工农区人民法院的法治副校长们分别走进校园为孩子们讲授了以预防校园欺凌为主题的校园安全法治讲座。通过一堂堂生动的法治讲座，切实增强了同学们的安全防范意识、法律意识及避险能力，更好地保障同学们的健康安全。       课堂上，法治副校长们主要针对青少年不良行为，未成年人违法和犯罪的相互关系，以及青少年在日常学习和生活中存在的安全问题进行了详细的讲解。通过通俗易懂的语言有效地将法治教育、安全教育、预防欺凌教育相结合，增强了学生的守法遵法意识。结合真实生动的案例进一步剖析、讲解犯罪根源，教育同学们如何进行自我保护、如何避免不法侵害，使学生能够从心灵深处感知遵纪守法的重要性和违法的危害性，增强广大学生的法律意识和自我安全防范意识。       少年应有凌云志，万里长空竞风采。工农区人民法院将努力引导青少年明法于心、守法于行，追求自尊、向上、阳光的生活态度，共同营造安全、友爱、进步的学习环境，形成关心自己、关心他人、关心自然、关心社会的良好氛围，全力打造和谐友善的平安校园，营造青少年健康成长法治环境。,0,0,0,,鹤岗,黑龙江,中国,校园欺凌
48,5021894221496861,长垣市融媒体中心,2024-04-11 08:45:47,【我市多家单位联合开展普法进校园宣传活动】4月9日，市委政法委、平安办、教体局等九家单位走进蒲西街道中心学校，集中开展以“严厉打击校园欺凌、霸凌行为，共同维护青少年合法权益”为主题的普法进校园宣传活动，旨在预防校园欺凌，进一步增强青少年法律意识和自我保护意识。活动中，三位普法宣讲人员分别以“《少年的你，请向校园暴力说不》、《做自己的守护天使——青少年性侵害防范专题》、《青少年普法宣传教育》”为题，围绕校园欺凌、网络安全、刑法及民事法律法规等方面内容，通过情景故事展示、讲述真实案例等方式，生动诠释了未成年人犯罪造成的危害后果和自我保护的意义，告诫青少年如何增强防范意识和远离不法侵害，引导同学们正确认识和预防犯罪，自觉抵制违法犯罪行为的发生。此次普法宣传活动进一步增强了学生的尊法、学法、用法意识，提高了法治观念和自我防范能力。#长垣##河南县域正能量##走进河南乡村看振兴##普法宣传##普法课堂##反对校园霸凌##守护未成年人#,0,0,0,,新乡,河南,中国,校园欺凌
48,5021890881782975,吉林日报吉林站,2024-04-11 08:32:31,【拒绝校园欺凌 护“未”健康成长】为深入推进校园法治教育，提高学生法律意识和法治素质，预防未成年人犯罪和校园欺凌，近日，吉林市船营区人民法院政治部副主任高明珠以法治副校长的身份走进该区第五小学校，为该校同学讲授了以“拒绝校园欺凌护‘未’健康成长”为主题的法治教育课。普法课堂从“法徽、法袍、法槌、庭审现场的介绍”入手，让同学们对法院工作职能有了初步了解。随后，通过“校园欺凌行为的定义”“校园欺凌后的表现”“如何预防校园欺凌”以及“校园欺凌相关法律法规”等几个方面的讲解，教育引导同学们不做欺凌的受害者，不做欺凌沉默的旁观者，更不做欺凌的施暴者。“哪些行为属于校园欺凌？”“如何进行自我保护？”“如何帮助受害者？”一个个问答式互动引发了同学们的热烈讨论，教室内不时响起阵阵掌声。同学们纷纷表示，法治教育课生动有趣，一个个鲜活的案例让自己明白了校园欺凌行为的危害和需要承担的法律责任，感受到了法律的威严。课后，还为同学们赠送了《反霸凌意识书》、预防校园欺凌宣传手册和小文具，鼓励同学们勇敢拒绝校园欺凌，做守法守纪的好少年。（李婷 冯荟羽）,0,0,0,,吉林市,吉林,中国,校园欺凌
48,5021888587500918,牛仔裤衩,2024-04-11 08:23:24,"父母开明，没有家暴，完成九年义务教育、没有遭遇到校园欺凌，也没有遇到过天灾，车祸，没有被诈骗团伙骗走财产，没有遇到性侵，抢劫，没有穷到过房租困难，更不会患重病。恰好生在城市或者小镇，会用智能手机,没事打打游戏，追追剧，这辈子没做过坏事，如果可能，还会有个恰好够爱的人。明明是少数人的一生，我们却管这叫：普通人…",1,1,8,内蒙古,赤峰,内蒙古,中国,校园欺凌
48,5021880097966857,琴汐-荣耀不败,2024-04-11 07:49:40,突然想起了高三应该算是被校园欺凌的事？ 毕竟被一群完全不了解事情真相的人追着造谣骂了大半年，而我当时却因为听说对面情绪脆弱要suicide而出于保护她目的选择了沉默。  怎么说呢，善恶终有报。 ,1,0,2,美国,,,美国,校园欺凌
48,5021701897195556,澎湃新闻,2024-04-10 20:01:34,【开麦丨#学生被欺凌真敢举报吗#？】“邯郸案”震惊全网，“校园欺凌”再次进入公众视野。近日，福州上线“学生欺凌举报箱”，管用吗？霸凌根源到底是什么？谁更有可能被“盯上”？如何注意到孩子的“求救信号”？今晚，《开麦》与你聊聊那些“隐秘的角落”。#澎湃直播#  澎湃新闻的微博视频 ,7,12,38,,,,,校园欺凌
48,5021866611967237,赤练妖n,2024-04-11 06:56:05,不想和不喜欢鸣鸟不飞的人说话。看过矢代后任何的美强惨既没有他强也没有他美更没有他惨。国内的美强惨更多的是献祭亲人or家暴小故事or校园欺凌一类的。而且国内作者很少写这类角色的内心挣扎。仔细想想经历过那么多苦难的人怎么可能还人淡如菊没有一丁点痛感只有在作者需要角色有悲情剧情的时候才写伤痛。但是这种伤痛应该一直如影随形成为塑造角色的关键一环不是轻而易举就不痛了被治愈了怎么可能呢？一些堆梗的美强惨失真就失在这儿了。而且鸣鸟不飞说实话唯一的看头就是矢代这个人物。没了这个人物压根看无可看站在剧情角度看其实很一般。还有原著作者自己都说了百目鬼是为了矢代设计的角色。所以整部漫的塑造重心一直很明显。虽然ltp这种这么大的设定一般国内作者也不会写。突然发现一个有意思的点。看完一部作品最能记住谁别怀疑自己这个角色一定是作者塑造重心。,0,0,0,河北,张家口,河北,中国,校园欺凌
49,5021843486408794,连池检察,2024-04-11 05:24:11,【青春无“欺” | 有我们在，大胆说出来！！！】语言、网络、侮辱、孤立.......全球每年约有2.46亿学生遭受校园欺凌施暴者的狂欢是对受害者无尽的伤害抵制校园欺凌既不做欺凌者也不做附和者或冷眼旁观者发现并制止校园欺凌向不法行为勇敢说“不”【第1545期】青春无“欺” | 有我们在，大胆说出来！！！ 科尔沁检察的微博视频 ,0,0,0,,黑河,黑龙江,中国,校园欺凌
49,5021775276802288,卷卷薯条_17,2024-04-11 00:53:09,同学我操你们母亲 你们妥妥的校园欺凌 每天都在想着毕业怎么杀了你们 ,0,2,1,江苏,扬州,江苏,中国,校园欺凌
49,5021726719347102,Li_Lea,2024-04-10 21:40:12,谁家好人天天早上六点开会啊 每天困的想咬人 处理不完的校园欺凌 听不懂话的家长 核对不完的报名信息 早晚疯了 ,0,2,3,河北,保定,河北,中国,校园欺凌
49,5021726217864047,繆斯高,2024-04-10 21:38:12,校园欺凌一直是一个敏感的问题，一旦有类似的事情发生就会引起众人的热议，一些人为了流量或者其他目的就会造谣，更有甚者直接移花接木。对于这类谣言，青岛网警发布了文章告诉我们怎么破解。辨别移花接木类谣言，可以从信息源头是否清晰，评论区有无网民质疑，转发账号是否为本地账号等角度观察。看了青岛网警的方法，不得不说专业问题还是得专业的人解决，造谣一张嘴，辟谣跑断腿，这方面还是辛苦网警叔叔们了。,16,18,62,山东,青岛,山东,中国,校园欺凌
49,5021725117122312,顺顺曾义淳,2024-04-10 21:33:50,支持把这些人丑陋事件拍成视频做警示震慑那些喜欢校园欺凌的那些小混蛋 ,0,2,1,广东,,广东,中国,校园欺凌
49,5021724451537139,用户7897978620,2024-04-10 21:31:10,反对校园欺凌 我刚刚看到穿校服的一群人打了一个人，但是我看不起他们的脸，我只听到了他们打人的声音和大概的画面，4、5个学生打一个人，但是我也是学生在看到这个事的时候我浑身上下都发抖，我在角落看了30秒，我很害怕所有我选择逃避，我去拿了一个快递，在拿快递的时候我的手都是抖的。我决定回去帮助他，期间不到1分钟我回到原来的位置的时候他们已经走了，连被霸凌的人也不见了，我站在他被打的位置努力环看四周想寻找他们的身影我发现我甚至连一个摄像头都找不到，我很后悔在我怯懦胆小的一分钟里错过了制止一件对于别人来说会阴影一生的事，我该怎么做才能弥补帮助他不会在受到伤害（我甚至连他长什么样子都不知道）,0,2,1,广西,南宁,广西,中国,校园欺凌
50,5021716876625585,Hhhz-619,2024-04-10 21:01:05,今天真的超级泄劲，超级泄气，超级垂头丧气。不仅是因为问题学生被别人打了，下午他又校园欺凌低年级，也不仅仅是因为开了一天的会，被领导PUA说年轻老师什么都没做，还不是因为学生扭伤了家长来质问。也不是因为学生有早恋的迹象。更不是因为要做心理测评，让家里没电脑的学生再来办公室做，家长打电话说没接到学生。不过，也有可能真的是以上的原因，我实在是太累了，从9月份入职到现在为止，第一次这么强烈的 想要转行（如果只是因为没有抢破头去奉承，就说我什么也没做的话，我也无话可说）,0,7,3,河南,郑州,河南,中国,校园欺凌
50,5021711566901001,济南公安历城分局,2024-04-10 20:39:59,【爱民警务·服务篇】历城区公安分局董家派出所安全宣讲进校园 筑牢生命防线为了深化青少年对法治与安全的认知，加强校园安全防护，董家派出所于4月9日上午组织民警前往董家中心小学，开展禁毒及预防校园欺凌的安全知识讲座。在讲座中，民警使用易于理解的语言，详细阐述了毒品的分类、其潜在危害及预防策略。通过与学生的现场互动，使他们对毒品的本质有了更为深刻的理解，并提升了他们在识别、防范及拒绝毒品方面的能力。紧接着，民警还从学校的规章制度及法律法规的角度，深入剖析了校园欺凌的现象。结合实例，民警向学生清晰阐释了校园欺凌的定义、类型及其所带来的严重伤害，引导学生学习如何正确应对校园欺凌，以及在遭遇校园暴力时如何有效保护自己，勇敢地对校园欺凌说“不”。安全始终是首要的议题，每一个细节都不容忽视。此次安全知识宣讲活动，不仅使学生们对安全的重要性有了更深刻的认识，更对他们的行为起到了引导和规范的作用。这无疑提升了学生们遵守安全法规的自觉性和自我保护能力。,0,0,0,,济南,山东,中国,校园欺凌
50,5021695847170835,与祠心心念,2024-04-10 19:37:31,什么时候才换寝室啊，一天都呆不下去了，等我换寝室我要在校园墙上曝光这四个校园欺凌的人，谁赞成谁反对 ,0,2,0,浙江,温州,浙江,中国,校园欺凌
50,5021669552294154,西昌公安,2024-04-10 17:53:02,【安全“警”相随】4月10日，#西昌公安# 北城派出所到张林小学开展反对校园欺凌、#禁毒# 、#森林草原防灭火# 等宣传以及开展增强保密意识，筑牢安全防线主题党日活动。#保护少年的你##校园安全宣传# @凉山公安 ,0,0,0,,凉山,四川,中国,校园欺凌
50,5021667313061110,木土壹次心,2024-04-10 17:44:08,根本不考虑学生，校园欺凌就是校园欺凌为什么不能随便上升到这个层次，每天在学校宣传抵制校园欺凌，出了问题就不认了，我该怎么跟学生说不是你的问题但是你要承担责任 ,0,0,0,山西,长治,山西,中国,校园欺凌
50,5021665320768386,广安融媒,2024-04-10 17:36:13,广安区公安分局万盛派出所民警近日走进长乐小学，开展防“校园欺凌”宣传活动，旨在提高学生们的自我保护意识，预防和减少“校园欺凌”事件的发生，共同营造安全和谐的校园环境。 ,0,0,0,,广安,四川,中国,校园欺凌
50,5021663950013420,广东省高级人民法院,2024-04-10 17:30:46,#天平杯随手拍大赛# 【对校园欺凌说不！】4月9日，佛山@顺德法院 联合顺德成美初级中学开展“普法教育进校园，学法守法勇争先”活动。活动开始，同学们举行了一场关于校园欺凌案件的模拟法庭。随后，刑事审判庭林晓春法官为同学们带来了一堂干货满满的防范校园欺凌专题讲座。林晓春法官结合典型案例和法律规定，从什么是校园欺凌、校园欺凌的危害及影响、怎样应对校园欺凌等方面进行了深入浅出的讲解，并与同学们进行了热情的交流互动。最后，顺德法院工作人员向同学们派发了顺德法院原创的顺法漫“话”图册，通过生动活泼的形式，进一步向同学们传播法律知识与法治精神。#随手拍# @人民法院报 图1：模拟法庭活动开始前，法官和老师为饰演法警的学生们佩戴警徽图2：模拟法庭现场，同学们听得聚精会神图3：模拟法庭结束后，法官对活动进行点评图4：法官为同学们开展“防治校园欺凌”专题讲座图5：法官向同学们提问《未成年人保护法》的设立时间，同学们争先恐后积极回答，现场互动热烈图6：学生们在认真阅读活动派发的顺法漫“话”图7：活动结束后，同学们与法官就顺法漫“话”漫画书的内容进行交流图8：同学们跟法官讨论法律知识,1,7,11,,广州,广东,中国,校园欺凌
50,5021654801452833,陈敏-CS,2024-04-10 16:54:25,#美国夫妇因儿子枪杀4人被判15年监禁# 当我们还在讨论未成年人违法犯罪，其监护人负担一定责任是不是“连坐”的时候，近几年美国越来越多州已经在《反校园欺凌》法，增加了性质严重事件，施暴者的监护人也要承担责任，轻则罚款，重则拘留。#微博新知博主# ,0,2,12,湖南,长沙,湖南,中国,校园欺凌
50,5021651962169168,四川省人民检察院,2024-04-10 16:43:08,#向校园欺凌说不#【普法漫画| 未成年，不是欺凌他人的免责金牌】未成年人的心智尚未成熟，缺乏成熟的法律意识和道德判断能力，因此，法律对未成年人的犯错行为给予一定的从轻、减轻处理，使其有更好的条件进行纠偏纠错，回归正途。然而，从轻、减轻处理并不意味着不处理，当未成年人的犯错行为达到一定的严重程度，仍然需承担相应的法律责任。下面，让我们一起来看看未成年人需承担责任的部分情形吧。@竹都检察,8,0,2,,遂宁,四川,中国,校园欺凌
50,5021649159851276,宿迁之声,2024-04-10 16:32:00,【宿迁开展防范校园欺凌专项行动】近日，宿迁市教育局、江苏省宿迁市中级人民法院、江苏省宿迁市人民检察院、宿迁市公安局、宿迁市司法局联合发布《关于开展全市中小学（含职业学校）法治教育宣传月活动的通知》，自今年4月起，我市集中开展“六个一”防范校园欺凌专项行动……网页链接（宿迁发布公众号）,1,2,0,,宿迁,江苏,中国,校园欺凌
52,5021565609575276,文明江西,2024-04-10 11:00:00,#出彩市县# #文明江西# 【九江市：迎春风共进 携安全同行】为进一步营造文明、平安、和谐的校园环境，近日，九江市妇女儿童活动中心走进新港镇中心小学开展“迎春风共进 携安全同行”安全教育宣讲活动，为孩子们带来一场以预防校园欺凌为主题的法治教育课。网页链接 ,0,0,0,,南昌,江西,中国,校园欺凌
52,5021561834179738,西安检察,2024-04-10 10:45:00,【@碑林检察 ：法治宣讲进校园，预防欺凌护成长】近日，碑林区人民检察院第一检察部检察官走进钟楼小学，以“拒绝校园欺凌，共建和谐校园”为主题，给学生们带来了一场生动的法治宣讲。#小西新闻吧# 详情戳→【检护民生】法治宣讲进校园，预防欺凌护成长 ,7,5,10,,西安,陕西,中国,校园欺凌
52,5021547991663449,法治金牛,2024-04-10 09:50:00,#金牛普法#【遇到校园欺凌怎么办】①树立正确的是非观念，有敢于面对“欺凌事件”的勇气，相信法律会保护受害者；②不能做旁观者或附和者，更不能做施害者；③当自己或他人受到欺凌时应冷静应对，在能保护好自己或他人人身安全的前提下，及时向警察、老师、家长等成年人寻求帮助。 @法治成都法治成都的微博视频,0,2,1,,成都,四川,中国,校园欺凌
52,5021269829619571,中江公安,2024-04-09 15:24:41,#教会孩子遭遇霸凌要勇敢说出来#【如何预防孩子遭受校园欺凌，请这样告诉他们】对于任何形式的暴力，勇敢地站出来说“不”！#遇校园霸凌怎么办# ,0,14,21,,德阳,四川,中国,校园欺凌
52,5021546801795284,内蒙古日报,2024-04-10 09:45:16,【内蒙古学生欺凌防治研究中心学术委员会成立 专家学者共同为预防干预校园欺凌支招】4月9日，内蒙古自治区学生欺凌防治研究中心学术委员会在内蒙古民族大学成立，来自区内外的专家学者齐聚一堂，从心理学、教育学、法学等多学科视角对学生欺凌防治展开深入研讨交流。　　会上，中国心理学会校园欺凌与暴力防治专委会委员、山东师范大学心理学院副教授陈亮做题为“关系攻击与关系欺凌区分”的报告，从学理上分享中外语境下对“欺凌”的界定，指出要关注间接的、隐形的关系攻击、关系欺凌，并制定有效的干预方案；内蒙古自治区教研室德育部主任、心理健康教研员刘春建作“学生欺凌的预防与干预”的报告，提出了判定学生欺凌的重要指标，以及行之有效的预防与干预途径等，实操性极强。　　会议聘请中国心理学会校园欺凌与暴力防治专委会主任张文新为自治区学生欺凌防治研究中心学术委员会主任，并聘请来自华东师范大学、沈阳师范大学、海南大学、内蒙古大学、内蒙古师范大学、内蒙古民族大学、内蒙古自治区教研室、通辽市教研室等的心理学、法学等领域的专家学者为学术委员会委员。　　据了解，内蒙古自治区学生欺凌防治研究中心成立于2023年12月，是全国首个省级学生欺凌防治研究中心，主要通过学科交叉融合、前沿科学研究和教育实践，探索和开发有效的学生欺凌行为评估、干预和防治方案，推进全区乃至全国各级各类学校学生欺凌问题的有效防治，持续保障学生身心健康和全面发展。（内蒙古日报记者  刘志贤）,0,0,2,,呼和浩特,内蒙古,中国,校园欺凌
